poem_id,chunk_id,Title_raw,Poem_line_raw,Title_cleaned,Poem_line_cleaned,Row_IDs_in_chunk,chunk_type,Status
272,1262,خمسين عام قبل و بعـد,"ويقول أبو خالد لأبو راشد هذا الرجل الهمام      استاذي اللي يصـنع الانجاز نفـسه من عدَم
ويقول أبو راشد لأبو خـالد أنا والعـلم عـام      تلميذ زايـد منهـجي منهجه وبنفس الرتـم
ويقول أبو خالد هذا محـمد عدوّ الإنهـزام      مكـسّـــر الأرقـــام ما خلاّ حـفـظه الله رقــم
ويقول أبو راشد هذا محمد وقصّاص العظام      بْسيف حقٍ لو دخل في المعركه تحسم حسم",خمسين عام قبل و بعد,"ويقول ابو خالد لابو راشد هذا الرجل الهمام      استاذي اللي يصنع الانجاز نفسه من عدم
ويقول ابو راشد لابو خالد انا والعلم عام      تلميذ زايد منهجي منهجه وبنفس الرتم
ويقول ابو خالد هذا محمد عدو الانهزام      مكسر الارقام ما خلا حفظه الله رقم
ويقول ابو راشد هذا محمد وقصاص العظام      بسيف حق لو دخل في المعركه تحسم حسم","3759,3760,3761,3762",regular,Ready
272,1263,خمسين عام قبل و بعـد,"ويقول أبو راشد هذا محمد وقصّاص العظام      بْسيف حقٍ لو دخل في المعركه تحسم حسم
ويقول ابو خالد هذا محمد مجـدّد الاهتمام      بْهـيبة الـدولـة وراسـم نهـضة بْـلاده رسـم
ويقول ابو راشد هذا محمد وصمّام النظام      هَـرَم عروبتنا وحنّـا ما نفــرّط فـي الـهَــرَم
محمّـدين الدار هم حصنه ودرعه والحزام      عَدّد عظـماء الـدول تلقـاهم أكـرم وآعـظم",خمسين عام قبل و بعد,"ويقول ابو راشد هذا محمد وقصاص العظام      بسيف حق لو دخل في المعركه تحسم حسم
ويقول ابو خالد هذا محمد مجدد الاهتمام      بهيبه الدوله وراسم نهضه بلاده رسم
ويقول ابو راشد هذا محمد وصمام النظام      هرم عروبتنا وحنا ما نفرط في الهرم
محمدين الدار هم حصنه ودرعه والحزام      عدد عظماء الدول تلقاهم اكرم واعظم","3762,3763,3764,3765",regular,Ready
272,1264,خمسين عام قبل و بعـد,"محمّـدين الدار هم حصنه ودرعه والحزام      عَدّد عظـماء الـدول تلقـاهم أكـرم وآعـظم
من بينهم حشمه وهذي عادة الناس الحشام      ومن حشمة الاثنين شعب الشيخ زايد ينحشم
ياليت للتـاريخ بشـتٍ من فـخـر والاّ وسـام      من المعزّه كان واللي أقسم بنجـمه قَـسم
إنّـي لسلّـمها لهـم وأقـول وبكـل احتــرام      تـفــاخـري يا دارنـا فيهـم على كـل الأمــم",خمسين عام قبل و بعد,"محمدين الدار هم حصنه ودرعه والحزام      عدد عظماء الدول تلقاهم اكرم واعظم
من بينهم حشمه وهذي عاده الناس الحشام      ومن حشمه الاثنين شعب الشيخ زايد ينحشم
ياليت للتاريخ بشت من فخر والا وسام      من المعزه كان واللي اقسم بنجمه قسم
اني لسلمها لهم واقول وبكل احترام      تفاخري يا دارنا فيهم علي كل الامم","3765,3766,3767,3768",regular,Ready
273,1265,في كل عام !!,"جاد الزمان بْعام ويجود الإلهام      ونفـيد ونـدوّر على الاسـتفـاده
في كل عام آحاول احقّق أحلام      أحـلام عمـري دائـماً في زيـاده
لمن يحـب يْكون قـدّام .. قـدّام      في خانة أصحاب الفكر والرياده
سولف على نفسك في لحظة هدوءْ تام      العمر لا اقفى ما يجي فيه إعاده",في كل عام !!,"جاد الزمان بعام ويجود الالهام      ونفيد وندور علي الاستفاده
في كل عام احاول احقق احلام      احلام عمري داءما في زياده
لمن يحب يكون قدام .. قدام      في خانه اصحاب الفكر والرياده
سولف علي نفسك في لحظه هدوء تام      العمر لا اقفي ما يجي فيه اعاده","3769,3770,3771,3772",regular,Ready
273,1266,في كل عام !!,"سولف على نفسك في لحظة هدوءْ تام      العمر لا اقفى ما يجي فيه إعاده
ثم قل لها انا صراحه في ذا العام      أشـعـر بكمـيّـة طـمـــوح و إراده
لا تعتبر نفـسك رقم بين الارقـام      عانـد زمانك واسـتفد من عـناده
هذي رسالة وعي للخاص والعام      ولسـتُ أدوّر من وراهـا إشـــــاده",في كل عام !!,"سولف علي نفسك في لحظه هدوء تام      العمر لا اقفي ما يجي فيه اعاده
ثم قل لها انا صراحه في ذا العام      اشعر بكميه طموح و اراده
لا تعتبر نفسك رقم بين الارقام      عاند زمانك واستفد من عناده
هذي رساله وعي للخاص والعام      ولست ادور من وراها اشاده","3772,3773,3774,3775",regular,Ready
274,1267,شعار الدولة,"شـعـار دولـة الامــارات الـعـزيزه بـدا      كـ نور شـمسٍ إلى بانت تزيح الظـلام
تعـطي ربـاعـية ألـوانه لـشكـله مــدى      فـي كـل لــونٍ لـنا قـصّــه وراها مـرام
الأسـود نسـوّد الـدنـيا في عين العِــدا      والأخضر نخلّي قلوب البشر في سلام
والأبيض وجـوهنا تكرم من اهـل الردى      الله كساها بـياضٍ من بـياض الغـمام",شعار الدوله,"شعار دوله الامارات العزيزه بدا      ك نور شمس الي بانت تزيح الظلام
تعطي رباعيه الوانه لشكله مدي      في كل لون لنا قصه وراها مرام
الاسود نسود الدنيا في عين العدا      والاخضر نخلي قلوب البشر في سلام
والابيض وجوهنا تكرم من اهل الردي      الله كساها بياض من بياض الغمام","3776,3777,3778,3779",regular,Ready
274,1268,شعار الدولة,"الأسـود نسـوّد الـدنـيا في عين العِــدا      والأخضر نخلّي قلوب البشر في سلام
والأبيض وجـوهنا تكرم من اهـل الردى      الله كساها بـياضٍ من بـياض الغـمام
والأحـمر نـقول جعـل العـمر دونك فدا      يا اغلى بلـد فخـرها يزداد في كل عام
ويا زايــد الخير ما ضاعت جهودك سُدى      على خـطـاك الـبلـد خـطـواتها للأمـام",شعار الدوله,"الاسود نسود الدنيا في عين العدا      والاخضر نخلي قلوب البشر في سلام
والابيض وجوهنا تكرم من اهل الردي      الله كساها بياض من بياض الغمام
والاحمر نقول جعل العمر دونك فدا      يا اغلي بلد فخرها يزداد في كل عام
ويا زايد الخير ما ضاعت جهودك سدي      علي خطاك البلد خطواتها للامام","3778,3779,3780,3781",final,Ready
275,1269,حكمة الحطّــاب,"بالهـدى والبر والتـقوى يا ربّــي زدها      نفس مؤمن شفّـته بالذكر ليست عطبه
أدري ان المقبلات أشر وأقسى وادهى      والعمـر مـرّه وانـا لا يمكـن آفــرّط به
وأجمل اللحظات وأغلاها معي واسعدها      لحظةٍ راس قلمي فـ أوراقـي آخطط به
القصيده دون حبكـه في نظر ناقـدها      مثل من صَلَّى صلاة الجمعة بلا خطبه",حكمه الحطاب,"بالهدي والبر والتقوي يا ربي زدها      نفس مءمن شفته بالذكر ليست عطبه
ادري ان المقبلات اشر واقسي وادهي      والعمر مره وانا لا يمكن افرط به
واجمل اللحظات واغلاها معي واسعدها      لحظه راس قلمي ف اوراقي اخطط به
القصيده دون حبكه في نظر ناقدها      مثل من صلي صلاه الجمعه بلا خطبه","3782,3783,3784,3785",regular,Ready
275,1270,حكمة الحطّــاب,"القصيده دون حبكـه في نظر ناقـدها      مثل من صَلَّى صلاة الجمعة بلا خطبه
والبيوت اللي هجوسـي ماهو يردّدها      من ملـف الذاكـرة ثـلثيـنها منشـطـبه
صاحب النعمه ما يبلش غير في حاسدها      ودّي اعرف حاسد النعمه فقط ما خطبه ؟
أيّها الإنسـان نفـسك للـعـلا جنّــدها      واستمع شور المجرّب جيّدا واحتط به",حكمه الحطاب,"القصيده دون حبكه في نظر ناقدها      مثل من صلي صلاه الجمعه بلا خطبه
والبيوت اللي هجوسي ماهو يرددها      من ملف الذاكره ثلثينها منشطبه
صاحب النعمه ما يبلش غير في حاسدها      ودي اعرف حاسد النعمه فقط ما خطبه ؟
ايها الانسان نفسك للعلا جندها      واستمع شور المجرب جيدا واحتط به","3785,3786,3787,3788",regular,Ready
275,1271,حكمة الحطّــاب,"صاحب النعمه ما يبلش غير في حاسدها      ودّي اعرف حاسد النعمه فقط ما خطبه ؟
أيّها الإنسـان نفـسك للـعـلا جنّــدها      واستمع شور المجرّب جيّدا واحتط به
وانظر الحطّاب نفسه كيف هو عوّدها      يْتخيّر في الحطب ما كل عود أيحطبه
لا تكن كـالبـير ما تـروي سوى قاصدها      ولتكن كالغـيم تـروي كل نفـسٍ رطـبه",حكمه الحطاب,"صاحب النعمه ما يبلش غير في حاسدها      ودي اعرف حاسد النعمه فقط ما خطبه ؟
ايها الانسان نفسك للعلا جندها      واستمع شور المجرب جيدا واحتط به
وانظر الحطاب نفسه كيف هو عودها      يتخير في الحطب ما كل عود ايحطبه
لا تكن كالبير ما تروي سوي قاصدها      ولتكن كالغيم تروي كل نفس رطبه","3,787,378,837,893,790",final,Ready
276,1272,محيط افكار,"شاعرٍ بواخر أفكاره تلاطم في محيطه      قبل ذكره يشتهر ويصوّرونه للمجلّه
يوم شاف البرق والرعّاد له نبره سليطه      قال للهاجوس سِل السيف للمعنى و سلّه
أمطرت رحمه من الله وابتسم ثغر البسيطه      إبتسامه خلّت الولهان من حق يْتولّه
يا حبيبي والبنادم يْـتأثّر من محيطه      لو أحاسيس المودّه في ضميره مستقلّه",محيط افكار,"شاعر بواخر افكاره تلاطم في محيطه      قبل ذكره يشتهر ويصورونه للمجله
يوم شاف البرق والرعاد له نبره سليطه      قال للهاجوس سل السيف للمعني و سله
امطرت رحمه من الله وابتسم ثغر البسيطه      ابتسامه خلت الولهان من حق يتوله
يا حبيبي والبنادم يتاثر من محيطه      لو احاسيس الموده في ضميره مستقله","3791,3792,3793,3794",regular,Ready
276,1273,محيط افكار,"أمطرت رحمه من الله وابتسم ثغر البسيطه      إبتسامه خلّت الولهان من حق يْتولّه
يا حبيبي والبنادم يْـتأثّر من محيطه      لو أحاسيس المودّه في ضميره مستقلّه
ما اقدر آحدّد سيول الغيم في ظهر الخريطه      إنّما حبّك في قـلبـي أقدر آحدّد محلّه
الهجر جرحه يدين مواصلك تقدر تخيطه      وانا اشوف اليوم هذا فرصةٍ للوصل .. يالله",محيط افكار,"امطرت رحمه من الله وابتسم ثغر البسيطه      ابتسامه خلت الولهان من حق يتوله
يا حبيبي والبنادم يتاثر من محيطه      لو احاسيس الموده في ضميره مستقله
ما اقدر احدد سيول الغيم في ظهر الخريطه      انما حبك في قلبي اقدر احدد محله
الهجر جرحه يدين مواصلك تقدر تخيطه      وانا اشوف اليوم هذا فرصه للوصل .. يالله","3793,3794,3795,3796",final,Ready
277,1274,حلاّل الصعـاب,"إســمـعـت أذنـي زئير اللـيـث غـاب      مانـشـدت الـنـاس من ويـن الزئـير
آنا شبـلـه واحـسب لصوته حسـاب      لا ذكــرت اهــــوال يــومٍ مـسـتطـير
كـل مـاعـدّا علـى روس الـهـضــاب      لازم الأنـظــــار صـوبـه تـسـتـديــر
مـن عــرفـتـه مايــقـول الاّ الصواب      كــل كــلـمـه من سـمـــوّه تستـثـيـر",حلال الصعاب,"اسمعت اذني زءير الليث غاب      مانشدت الناس من وين الزءير
انا شبله واحسب لصوته حساب      لا ذكرت اهوال يوم مستطير
كل ماعدا علي روس الهضاب      لازم الانظار صوبه تستدير
من عرفته مايقول الا الصواب      كل كلمه من سموه تستثير","3,797,379,837,993,800",regular,Ready
277,1275,حلاّل الصعـاب,"مـن عــرفـتـه مايــقـول الاّ الصواب      كــل كــلـمـه من سـمـــوّه تستـثـيـر
الـنـفـوس او كـل ما فـكّـــر وجــاب      قـافـيـه خــلاّ هــل الـمعـنى تحـيـر
فــي مـعـانـيـهـا بـشـكٍ وارتــيـــاب      مـايـحـلّلـها ســوى مـن هو جـديـر
لـه فـراسـه فـ الـحضور وْفـ الغياب      شـاعــرٍ بـحــره من الـمعـنى غـزير",حلال الصعاب,"من عرفته مايقول الا الصواب      كل كلمه من سموه تستثير
النفوس او كل ما فكر وجاب      قافيه خلا هل المعني تحير
في معانيها بشك وارتياب      مايحللها سوي من هو جدير
له فراسه ف الحضور وف الغياب      شاعر بحره من المعني غزير","3800,3801,3802,3803",regular,Ready
277,1276,حلاّل الصعـاب,"لـه فـراسـه فـ الـحضور وْفـ الغياب      شـاعــرٍ بـحــره من الـمعـنى غـزير
ودّي آجــاريــه ، لـكــنّـي أهــــــاب      كل شِــبـر يـقـارن بشـبره قـصـيـر
مــن يريــد ينـافـسه يطــرد سـراب      تـعـتبـره الناس مجـهول الـمصـيـر
والـغـلا في القلب ينساب انسـيـاب      مـثـلمـا ينساب نسـنـاس العصٓـيـر",حلال الصعاب,"له فراسه ف الحضور وف الغياب      شاعر بحره من المعني غزير
ودي اجاريه ، لكني اهاب      كل شبر يقارن بشبره قصير
من يريد ينافسه يطرد سراب      تعتبره الناس مجهول المصير
والغلا في القلب ينساب انسياب      مثلما ينساب نسناس العصير","3803,3804,3805,3806",regular,Ready
277,1277,حلاّل الصعـاب,"والـغـلا في القلب ينساب انسـيـاب      مـثـلمـا ينساب نسـنـاس العصٓـيـر
فـي فـيافـي لـنـدن بـلاد الضـبـاب      أو كـما الـذعـذاع في بٓـر العـويــر
وان سمح لي سيّدي دمث الجنـاب      بْـســـؤالٍ واحــــدٍ لاجـل اسـتـنـيــر
الــظـبي وشـلون يعـشقـه العـقــاب      كـل ظـبــيٍ لـو يـشـوفـه يـسـتـذيــر",حلال الصعاب,"والغلا في القلب ينساب انسياب      مثلما ينساب نسناس العصير
في فيافي لندن بلاد الضباب      او كما الذعذاع في بر العوير
وان سمح لي سيدي دمث الجناب      بسءال واحد لاجل استنير
الظبي وشلون يعشقه العقاب      كل ظبي لو يشوفه يستذير","3806,3807,3808,3809",regular,Ready
277,1278,حلاّل الصعـاب,"الــظـبي وشـلون يعـشقـه العـقــاب      كـل ظـبــيٍ لـو يـشـوفـه يـسـتـذيــر
الظـبـي ما لـه نظـير او كان غــاب      عن عـيـونــك كيف تلـقـى لـه نظـيـر
يــعـسف الـمهره ، شجاعٍ مايهـاب      فـ الخــيــول النـادره فـكـره بصـيـر
الـهـجـــر بين الحـبـايـب سٓــم داب      والـجـفا من بيـنهم ما فـيـه خــيـــر",حلال الصعاب,"الظبي وشلون يعشقه العقاب      كل ظبي لو يشوفه يستذير
الظبي ما له نظير او كان غاب      عن عيونك كيف تلقي له نظير
يعسف المهره ، شجاع مايهاب      ف الخيول النادره فكره بصير
الهجر بين الحبايب سم داب      والجفا من بينهم ما فيه خير","3809,3810,3811,3812",regular,Ready
277,1279,حلاّل الصعـاب,"الـهـجـــر بين الحـبـايـب سٓــم داب      والـجـفا من بيـنهم ما فـيـه خــيـــر
كـيـف تسـألـني وتـدري بالجـــواب      كـيـف تبغي نصرتي وانت النصير
حَـلّـهـا عـنـدك يا حٓــلاّل الصِـعـاب      سـيـف عـزمك ماصنع لجـله جفـير
شـاب راس القاف من هيبتك شاب      مايصـير إنّـي أكـابـر .. مايصـيـر",حلال الصعاب,"الهجر بين الحبايب سم داب      والجفا من بينهم ما فيه خير
كيف تسالني وتدري بالجواب      كيف تبغي نصرتي وانت النصير
حلها عندك يا حلال الصعاب      سيف عزمك ماصنع لجله جفير
شاب راس القاف من هيبتك شاب      مايصير اني اكابر .. مايصير","3812,3813,3814,3815",regular,Ready
278,1280,وسـم,"نفـوســنا ماحـدٍ يـدري بغـاياتـها      وقلوبنا من هجر الأحباب فيها وسم
قمّة جنون الحياة فـ بعض لحظاتها      إنّـك تمنّى حـياتك روح بْلا جسـم
واللي وقف يرقب الغيمه وزخّاتها      بالعاطـفة والـمودّه مهجته تتّـسم
طبيعة الـمنظـر الخـلّاب في ذاتها      قد تجبر اللي يناظر لجلها يبتسم",وسم,"نفوسنا ماحد يدري بغاياتها      وقلوبنا من هجر الاحباب فيها وسم
قمه جنون الحياه ف بعض لحظاتها      انك تمني حياتك روح بلا جسم
واللي وقف يرقب الغيمه وزخاتها      بالعاطفه والموده مهجته تتسم
طبيعه المنظر الخلاب في ذاتها      قد تجبر اللي يناظر لجلها يبتسم","3816,3817,3818,3819",regular,Ready
278,1281,وسـم,"طبيعة الـمنظـر الخـلّاب في ذاتها      قد تجبر اللي يناظر لجلها يبتسم
والفـاتـنه اللي تثـيرك في تلفّـاتها      من كل شيٍ جميل الله عطاها قسم
لو جيت ترسم فقط تبسّم شْـفاتها      تحتاج رسّام أو تحتاج حِصّة رسم
النحر كامل دسـم ، تعكـسه مرآتها      لكن خصرها هو الي فيه قلّت دسم",وسم,"طبيعه المنظر الخلاب في ذاتها      قد تجبر اللي يناظر لجلها يبتسم
والفاتنه اللي تثيرك في تلفاتها      من كل شي جميل الله عطاها قسم
لو جيت ترسم فقط تبسم شفاتها      تحتاج رسام او تحتاج حصه رسم
النحر كامل دسم ، تعكسه مراتها      لكن خصرها هو الي فيه قلت دسم","3819,3820,3821,3822",regular,Ready
278,1282,وسـم,"لو جيت ترسم فقط تبسّم شْـفاتها      تحتاج رسّام أو تحتاج حِصّة رسم
النحر كامل دسـم ، تعكـسه مرآتها      لكن خصرها هو الي فيه قلّت دسم
ذكر إسمها في القصيد يزيد لوعاتها      يكفي غرامي لها لو ما ذكرت الإسم
هي أجـمل مْن الحياه وْمن ملـذّاتها      محتاج أقسم قسم وإلاّ بلاش القسم",وسم,"لو جيت ترسم فقط تبسم شفاتها      تحتاج رسام او تحتاج حصه رسم
النحر كامل دسم ، تعكسه مراتها      لكن خصرها هو الي فيه قلت دسم
ذكر اسمها في القصيد يزيد لوعاتها      يكفي غرامي لها لو ما ذكرت الاسم
هي اجمل من الحياه ومن ملذاتها      محتاج اقسم قسم والا بلاش القسم","3821,3822,3823,3824",final,Ready
279,1283,هدهدها,"ليت المحبّـه يجيـب العلـم هدهدهـا      مـن ديـرة الفـاتـن الي غيـمهـا ماطــر
اجاهد النفــس واتعبنـي مجاهـدهـا      وانا على وصلهـا بإحسـاسـي آخـاطـر
الشاطره في الهجــر قلبـي معاهدهـا      ما يخونها ليت قلبي في الهجـر شاطـر
النظـره اللي مـن عيـونـي تشـاهدهـا      تعبيـر عـن ما تكـنّــه لهـفــة الخـاطــر",هدهدها,"ليت المحبه يجيب العلم هدهدها      من ديره الفاتن الي غيمها ماطر
اجاهد النفس واتعبني مجاهدها      وانا علي وصلها باحساسي اخاطر
الشاطره في الهجر قلبي معاهدها      ما يخونها ليت قلبي في الهجر شاطر
النظره اللي من عيوني تشاهدها      تعبير عن ما تكنه لهفه الخاطر","3825,3826,3827,3828",regular,Ready
280,1284,الظبي,"الله واكبر منك يا فتنة دبي      حالتك يالمـزيون ماهي بحاله
ناسٍ تقول ان الغزاله هي اللي      لها عليك من الوصـايف دلالـه
وناسٍ تقول ان الظبي اقرب شوي      في وقفته في لفتته في انفعاله
وانـا رغـم آرائـهـم ودّي انّـي      احاول اشـرح كل رأي لحـاله",الظبي,"الله واكبر منك يا فتنه دبي      حالتك يالمزيون ماهي بحاله
ناس تقول ان الغزاله هي اللي      لها عليك من الوصايف دلاله
وناس تقول ان الظبي اقرب شوي      في وقفته في لفتته في انفعاله
وانا رغم اراءهم ودي اني      احاول اشرح كل راي لحاله","3829,3830,3831,3832",regular,Ready
280,1285,الظبي,"وانـا رغـم آرائـهـم ودّي انّـي      احاول اشـرح كل رأي لحـاله
لا صار بين امك وبين الظبي شي      وربّي وهبك من الوصايف جماله
والا ابوك في لحظه الطيش والغي      سـوّا عـلاقـة عـابـرة مع غـزالـه
عموماً ان كان السبب ذيك أو ذي      ياكبر حـظ اللـي جذبك لوصـاله",الظبي,"وانا رغم اراءهم ودي اني      احاول اشرح كل راي لحاله
لا صار بين امك وبين الظبي شي      وربي وهبك من الوصايف جماله
والا ابوك في لحظه الطيش والغي      سوا علاقه عابره مع غزاله
عموما ان كان السبب ذيك او ذي      ياكبر حظ اللي جذبك لوصاله","3832,3833,3834,3835",regular,Ready
281,1286,الشميمي و الخـوي,"يا اهل الشعر الشعر لا ضقت ما دوّرت غيره      باسمه آحقّـق أمانيّـه واعبّر عن أمالي
تستثير العاطفه فكري وفكري يستثيره      يا كثر مالي ولكن الشعر هو راس مالي
وانا شاعر يجذبه ريح المطر في كل ديره      يتبسّم للمطر لو خاطره ما هو بْـسالي
ورغم فضل الله علي اللي ماهو يحصى بخيره      واجتهادي للطموحات الكبيره واحتمالي",الشميمي و الخوي,"يا اهل الشعر الشعر لا ضقت ما دورت غيره      باسمه احقق امانيه واعبر عن امالي
تستثير العاطفه فكري وفكري يستثيره      يا كثر مالي ولكن الشعر هو راس مالي
وانا شاعر يجذبه ريح المطر في كل ديره      يتبسم للمطر لو خاطره ما هو بسالي
ورغم فضل الله علي اللي ماهو يحصي بخيره      واجتهادي للطموحات الكبيره واحتمالي","3836,3837,3838,3839",regular,Ready
281,1287,الشميمي و الخـوي,"ورغم فضل الله علي اللي ماهو يحصى بخيره      واجتهادي للطموحات الكبيره واحتمالي
إنما أبقى بشر تشغلني امورٍ كثيره      مشغله عقلي واحاسيسي وخفّاقي وبالي
يا اهل المقناص عزّوني ترى نَفسـي أسيره      للحزن والناس تحزن فـ اوّل الدنيا وتالي
فاقـدٍ طيرين من نـدّر صواريم الجزيره      والحقيقه كنّي الا فاقـدٍ خيرة عيالي",الشميمي و الخوي,"ورغم فضل الله علي اللي ماهو يحصي بخيره      واجتهادي للطموحات الكبيره واحتمالي
انما ابقي بشر تشغلني امور كثيره      مشغله عقلي واحاسيسي وخفاقي وبالي
يا اهل المقناص عزوني تري نفسي اسيره      للحزن والناس تحزن ف اول الدنيا وتالي
فاقد طيرين من ندر صواريم الجزيره      والحقيقه كني الا فاقد خيره عيالي","3839,3840,3841,3842",regular,Ready
281,1288,الشميمي و الخـوي,"فاقـدٍ طيرين من نـدّر صواريم الجزيره      والحقيقه كنّي الا فاقـدٍ خيرة عيالي
الشميمي مات واوّل دمعتي عزّت الاخيره      واعتقدت ان الحزن وقّف ولكن ما طرالي
لين ودّعت الخوي في قصّـة الحزن المثيره      قصّـةٍ من واقـعٍ ثابت وكنها من خيالي
كثر ما بين الشميمي والخوي رفقه وجيره      كن بين اثنينهم عهدٍ من ايّـامٍ خوالي",الشميمي و الخوي,"فاقد طيرين من ندر صواريم الجزيره      والحقيقه كني الا فاقد خيره عيالي
الشميمي مات واول دمعتي عزت الاخيره      واعتقدت ان الحزن وقف ولكن ما طرالي
لين ودعت الخوي في قصه الحزن المثيره      قصه من واقع ثابت وكنها من خيالي
كثر ما بين الشميمي والخوي رفقه وجيره      كن بين اثنينهم عهد من ايام خوالي","3842,3843,3844,3845",regular,Ready
281,1289,الشميمي و الخـوي,"كثر ما بين الشميمي والخوي رفقه وجيره      كن بين اثنينهم عهدٍ من ايّـامٍ خوالي
كل واحد يخبر الثاني بنبرته الكسيره      كان جاك الموت لا ترحل وتتركني لحالي
ما دريت ان الزمن مثل الرحاه المستديره      لين قفّت بالشميمي والخوي سود الليالي
ومن يلوم الحزن في الصقّار لا من مات طيره      يفقد الصقّار طير وكنه فاقد شخص غالي",الشميمي و الخوي,"كثر ما بين الشميمي والخوي رفقه وجيره      كن بين اثنينهم عهد من ايام خوالي
كل واحد يخبر الثاني بنبرته الكسيره      كان جاك الموت لا ترحل وتتركني لحالي
ما دريت ان الزمن مثل الرحاه المستديره      لين قفت بالشميمي والخوي سود الليالي
ومن يلوم الحزن في الصقار لا من مات طيره      يفقد الصقار طير وكنه فاقد شخص غالي","3845,3846,3847,3848",regular,Ready
282,1290,هند,"مكتوم سمّى هند والإسم انتـشر      اسـمٍ لهُ فـي ذروة المجـد انتمى
سمّـى على روح الغلا واغلى بشـر      اللي بحـر الاشـواق لرضـاها زمـى
إسـمٍ كثـر ما وجـه صاحبتـه بشِـر      أحـس كنـها من مـلائكـــة السـما
أنا لو اكتب في الإسم نفسه عشر      قصـايـد ، مقـصّـر في مدحـه إنّما",هند,"مكتوم سمي هند والاسم انتشر      اسم له في ذروه المجد انتمي
سمي علي روح الغلا واغلي بشر      اللي بحر الاشواق لرضاها زمي
اسم كثر ما وجه صاحبته بشر      احس كنها من ملاءكه السما
انا لو اكتب في الاسم نفسه عشر      قصايد ، مقصر في مدحه انما","3849,3850,3851,3852",regular,Ready
282,1291,هند,"إسـمٍ كثـر ما وجـه صاحبتـه بشِـر      أحـس كنـها من مـلائكـــة السـما
أنا لو اكتب في الإسم نفسه عشر      قصـايـد ، مقـصّـر في مدحـه إنّما
لصاحبة هالإسـم شـوق بلا خشـر      سـليـلة العــز وعقـيلة مـن حمـى
داره من اصحاب الدسايس والقشر      محـمد اللي للطـموحات اسـتمى",هند,"اسم كثر ما وجه صاحبته بشر      احس كنها من ملاءكه السما
انا لو اكتب في الاسم نفسه عشر      قصايد ، مقصر في مدحه انما
لصاحبه هالاسم شوق بلا خشر      سليله العز وعقيله من حمي
داره من اصحاب الدسايس والقشر      محمد اللي للطموحات استمي","3851,3852,3853,3854",final,Ready
283,1292,مزهرية,"آنا لا شفت الورد في المزهريّه      بعيد عن بسـتانه يضيق بالي
أشعر بلحظة حزن لو هو هديّه      كأنني حاضر عزا شخص غالي
لو كان نـور شـموعه الجانبيّـه      ترسم ملامح ما مضى في خيالي
الذكـريات الحـلوه الأوّليّــه      قدّام ترهقنا صدوف الليالي",مزهريه,"انا لا شفت الورد في المزهريه      بعيد عن بستانه يضيق بالي
اشعر بلحظه حزن لو هو هديه      كانني حاضر عزا شخص غالي
لو كان نور شموعه الجانبيه      ترسم ملامح ما مضي في خيالي
الذكريات الحلوه الاوليه      قدام ترهقنا صدوف الليالي","3855,3856,3857,3858",regular,Ready
283,1293,مزهرية,"الذكـريات الحـلوه الأوّليّــه      قدّام ترهقنا صدوف الليالي
شقي يا ابن آدم ونفسك شقيّه      مهما بلغت من الكبر والتعالي
ترى الرضا طبع النفوس الرضيّه      ومن الشقا ما فيه مخلوق سالي
ومعاند الايام يصبح ضحيّه      لو هو من اصحاب السمو والمعالي",مزهريه,"الذكريات الحلوه الاوليه      قدام ترهقنا صدوف الليالي
شقي يا ابن ادم ونفسك شقيه      مهما بلغت من الكبر والتعالي
تري الرضا طبع النفوس الرضيه      ومن الشقا ما فيه مخلوق سالي
ومعاند الايام يصبح ضحيه      لو هو من اصحاب السمو والمعالي","3858,3859,3860,3861",regular,Ready
284,1294,رمز,"كأنّــك تـســـاءل مــن ورا كــل الانجـــاز      وعـن الـمنظـر الخـلاّب انا ويـن انا كنت
وكأنهـا تـقــول : الله يـا رمـــز الاعـجـــاز      أنا ما صنع مجدي على الأرض غير انت",رمز,"كانك تساءل من ورا كل الانجاز      وعن المنظر الخلاب انا وين انا كنت
وكانها تقول : الله يا رمز الاعجاز      انا ما صنع مجدي علي الارض غير انت","38,623,863",short_poem,Ready
285,1295,الجمعة,"الجمعه أفخم يوم في كل الأسبوع      يوم التواصل والسلام الحقيقي
يرتاح بالي فيه من كل موضوع      وتحس خطواتي بقيمة طريقي
أشعر بأن صوتي لاسولفت مسموع      بعيد عن كثر الصخب ياصديقي
فيه الزعل من بين الأحباب ممنوع      والشوق منجى للمحب الغريقي",الجمعه,"الجمعه افخم يوم في كل الاسبوع      يوم التواصل والسلام الحقيقي
يرتاح بالي فيه من كل موضوع      وتحس خطواتي بقيمه طريقي
اشعر بان صوتي لاسولفت مسموع      بعيد عن كثر الصخب ياصديقي
فيه الزعل من بين الاحباب ممنوع      والشوق منجي للمحب الغريقي","3864,3865,3866,3867",regular,Ready
