Row_number,"meta{qafiya:..., bahr:...}",meta
859,"meta{qafiya:ـالي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
860,"meta{qafiya:ـالي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
861,"meta{qafiya:ـالي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
862,"meta{qafiya:ـالي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
863,"meta{qafiya:ـله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
864,"meta{qafiya:ـله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
865,"meta{qafiya:ـله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
866,"meta{qafiya:ـله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
867,"meta{qafiya:ـله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
868,"meta{qafiya:ـمه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
869,"meta{qafiya:ـمه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
870,"meta{qafiya:ـمه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
871,"meta{qafiya:ـاقه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
872,"meta{qafiya:ـاقه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
873,"meta{qafiya:ـاقه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
874,"meta{qafiya:ـاقه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
875,"meta{qafiya:ـيها, bahr:حدا}","meta{qafiya:ا, bahr:حدا}"
876,"meta{qafiya:ـيها, bahr:حدا}","meta{qafiya:ا, bahr:حدا}"
877,"meta{qafiya:ـيها, bahr:حدا}","meta{qafiya:ا, bahr:حدا}"
878,"meta{qafiya:ـيها, bahr:حدا}","meta{qafiya:ا, bahr:حدا}"
879,"meta{qafiya:ـيها, bahr:حدا}","meta{qafiya:ا, bahr:حدا}"
880,"meta{qafiya:ـد, bahr:مسحوب}","meta{qafiya:د, bahr:مسحوب}"
881,"meta{qafiya:ـد, bahr:مسحوب}","meta{qafiya:د, bahr:مسحوب}"
882,"meta{qafiya:ـد, bahr:مسحوب}","meta{qafiya:د, bahr:مسحوب}"
883,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
884,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
885,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
886,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
887,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
888,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
889,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
890,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
891,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
892,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
893,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
894,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
895,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
896,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
897,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
898,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
899,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
900,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
901,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
902,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
903,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
904,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
905,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
906,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
907,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
908,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
909,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
910,"meta{qafiya:ـبها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
911,"meta{qafiya:ـمله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
912,"meta{qafiya:ـمله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
913,"meta{qafiya:ـمله, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
914,"meta{qafiya:ـادي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
915,"meta{qafiya:ـادي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
916,"meta{qafiya:ـادي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
917,"meta{qafiya:ـادي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
918,"meta{qafiya:ـادي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
919,"meta{qafiya:ـيره, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
920,"meta{qafiya:ـيره, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
921,"meta{qafiya:ـيره, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
922,"meta{qafiya:ـدها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
923,"meta{qafiya:ـدها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
924,"meta{qafiya:ـدها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
925,"meta{qafiya:ـدها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
926,"meta{qafiya:ـلفه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
927,"meta{qafiya:ـلفه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
928,"meta{qafiya:ـلفه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
929,"meta{qafiya:ـلفه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
930,"meta{qafiya:ـاني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
931,"meta{qafiya:ـاني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
932,"meta{qafiya:ـاني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
933,"meta{qafiya:ـاني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
934,"meta{qafiya:ـاني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
935,"meta{qafiya:ـاني, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
936,"meta{qafiya:ـادي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
937,"meta{qafiya:ـادي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
938,"meta{qafiya:ـادي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
939,"meta{qafiya:ـادي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
940,"meta{qafiya:ـد, bahr:مسحوب}","meta{qafiya:د, bahr:مسحوب}"
941,"meta{qafiya:ـد, bahr:مسحوب}","meta{qafiya:د, bahr:مسحوب}"
942,"meta{qafiya:ـد, bahr:مسحوب}","meta{qafiya:د, bahr:مسحوب}"
943,"meta{qafiya:ـاد, bahr:مسحوب}","meta{qafiya:د, bahr:مسحوب}"
944,"meta{qafiya:ـاد, bahr:مسحوب}","meta{qafiya:د, bahr:مسحوب}"
945,"meta{qafiya:ـاد, bahr:مسحوب}","meta{qafiya:د, bahr:مسحوب}"
946,"meta{qafiya:ـني, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
947,"meta{qafiya:ـني, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
948,"meta{qafiya:ـني, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
949,"meta{qafiya:ـب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
950,"meta{qafiya:ـب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
951,"meta{qafiya:ـب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
952,"meta{qafiya:ـب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
953,"meta{qafiya:ـب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
954,"meta{qafiya:ـب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
955,"meta{qafiya:ـب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
956,"meta{qafiya:ـب, bahr:مسحوب}","meta{qafiya:ب, bahr:مسحوب}"
957,"meta{qafiya:ـمه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
958,"meta{qafiya:ـمه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
959,"meta{qafiya:ـمه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
960,"meta{qafiya:ـيله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
961,"meta{qafiya:ـيله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
962,"meta{qafiya:ـيله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
963,"meta{qafiya:ـيله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
964,"meta{qafiya:ـيله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
965,"meta{qafiya:ـوعي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
966,"meta{qafiya:ـوعي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
967,"meta{qafiya:ـوعي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
968,"meta{qafiya:ـوعي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
969,"meta{qafiya:ـالي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
970,"meta{qafiya:ـالي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
971,"meta{qafiya:ـالي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
972,"meta{qafiya:ـالي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
973,"meta{qafiya:ـاتي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
974,"meta{qafiya:ـاتي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
975,"meta{qafiya:ـاتي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
976,"meta{qafiya:ـسمي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
977,"meta{qafiya:ـسمي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
978,"meta{qafiya:ـسمي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
979,"meta{qafiya:ـاقي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
980,"meta{qafiya:ـاقي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
981,"meta{qafiya:ـون, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
982,"meta{qafiya:ـون, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
983,"meta{qafiya:ـون, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
984,"meta{qafiya:ـون, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
985,"meta{qafiya:ـون, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
986,"meta{qafiya:ـون, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
987,"meta{qafiya:ـون, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
988,"meta{qafiya:ـون, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
989,"meta{qafiya:ـون, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
990,"meta{qafiya:ـون, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
991,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
992,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
993,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
994,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
995,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
996,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
997,"meta{qafiya:ـيها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
998,"meta{qafiya:ـلت, bahr:مسحوب}","meta{qafiya:ت, bahr:مسحوب}"
999,"meta{qafiya:ـلت, bahr:مسحوب}","meta{qafiya:ت, bahr:مسحوب}"
1000,"meta{qafiya:ـلت, bahr:مسحوب}","meta{qafiya:ت, bahr:مسحوب}"
1001,"meta{qafiya:ـوح, bahr:بسيط}","meta{qafiya:ح, bahr:بسيط}"
1002,"meta{qafiya:ـوح, bahr:بسيط}","meta{qafiya:ح, bahr:بسيط}"
1003,"meta{qafiya:ـوح, bahr:بسيط}","meta{qafiya:ح, bahr:بسيط}"
1004,"meta{qafiya:ـوح, bahr:بسيط}","meta{qafiya:ح, bahr:بسيط}"
1005,"meta{qafiya:ـين, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
1006,"meta{qafiya:ـين, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
1007,"meta{qafiya:ـين, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
1008,"meta{qafiya:ـين, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
1009,"meta{qafiya:ـين, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
1010,"meta{qafiya:ـين, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
1011,"meta{qafiya:ـين, bahr:بسيط}","meta{qafiya:ن, bahr:بسيط}"
1012,"meta{qafiya:ـدها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1013,"meta{qafiya:ـدها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1014,"meta{qafiya:ـدها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1015,"meta{qafiya:ـاب, bahr:بسيط}","meta{qafiya:ب, bahr:بسيط}"
1016,"meta{qafiya:ـاب, bahr:بسيط}","meta{qafiya:ب, bahr:بسيط}"
1017,"meta{qafiya:ـاب, bahr:بسيط}","meta{qafiya:ب, bahr:بسيط}"
1018,"meta{qafiya:ـاب, bahr:بسيط}","meta{qafiya:ب, bahr:بسيط}"
1019,"meta{qafiya:ـاب, bahr:بسيط}","meta{qafiya:ب, bahr:بسيط}"
1020,"meta{qafiya:ـاب, bahr:بسيط}","meta{qafiya:ب, bahr:بسيط}"
1021,"meta{qafiya:ـله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1022,"meta{qafiya:ـله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1023,"meta{qafiya:ـله, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1024,"meta{qafiya:ـونه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1025,"meta{qafiya:ـونه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1026,"meta{qafiya:ـونه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1027,"meta{qafiya:ـونه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1028,"meta{qafiya:ـني, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
1029,"meta{qafiya:ـني, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
1030,"meta{qafiya:ـني, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
1031,"meta{qafiya:ـني, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
1032,"meta{qafiya:ـاتها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
1033,"meta{qafiya:ـاتها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
1034,"meta{qafiya:ـاتها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
1035,"meta{qafiya:ـبي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
1036,"meta{qafiya:ـبي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
1037,"meta{qafiya:ـبي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
1038,"meta{qafiya:ـبي, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
1039,"meta{qafiya:ـتي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
1040,"meta{qafiya:ـتي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
1041,"meta{qafiya:ـتي, bahr:مسحوب}","meta{qafiya:ي, bahr:مسحوب}"
1042,"meta{qafiya:ـوك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
1043,"meta{qafiya:ـوك, bahr:مسحوب}","meta{qafiya:ك, bahr:مسحوب}"
1044,"meta{qafiya:ـقها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
1045,"meta{qafiya:ـقها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
1046,"meta{qafiya:ـقها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
1047,"meta{qafiya:ـقها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
1048,"meta{qafiya:ـرها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1049,"meta{qafiya:ـرها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1050,"meta{qafiya:ـرها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1051,"meta{qafiya:ـاري, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
1052,"meta{qafiya:ـاري, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
1053,"meta{qafiya:ـاري, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
1054,"meta{qafiya:ـاري, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
1055,"meta{qafiya:ـاري, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
1056,"meta{qafiya:ـاري, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
1057,"meta{qafiya:ـاري, bahr:بسيط}","meta{qafiya:ي, bahr:بسيط}"
1058,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1059,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1060,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1061,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1062,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1063,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1064,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1065,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1066,"meta{qafiya:ـيها, bahr:مسحوب}","meta{qafiya:ا, bahr:مسحوب}"
1067,"meta{qafiya:ـاقه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1068,"meta{qafiya:ـاقه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1069,"meta{qafiya:ـاقه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1070,"meta{qafiya:ـاقه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1071,"meta{qafiya:ـعه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1072,"meta{qafiya:ـعه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1073,"meta{qafiya:ـامه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1074,"meta{qafiya:ـامه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1075,"meta{qafiya:ـنها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
1076,"meta{qafiya:ـنها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
1077,"meta{qafiya:ـنها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
1078,"meta{qafiya:ـنها, bahr:بسيط}","meta{qafiya:ا, bahr:بسيط}"
1079,"meta{qafiya:ـين, bahr:مسحوب}","meta{qafiya:ن, bahr:مسحوب}"
1080,"meta{qafiya:ـين, bahr:مسحوب}","meta{qafiya:ن, bahr:مسحوب}"
1081,"meta{qafiya:ـين, bahr:مسحوب}","meta{qafiya:ن, bahr:مسحوب}"
1082,"meta{qafiya:ـين, bahr:مسحوب}","meta{qafiya:ن, bahr:مسحوب}"
1083,"meta{qafiya:ـين, bahr:مسحوب}","meta{qafiya:ن, bahr:مسحوب}"
1084,"meta{qafiya:ـين, bahr:مسحوب}","meta{qafiya:ن, bahr:مسحوب}"
1085,"meta{qafiya:ـمه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
1086,"meta{qafiya:ـمه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
1087,"meta{qafiya:ـمه, bahr:بسيط}","meta{qafiya:ه, bahr:بسيط}"
1088,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1089,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1090,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1091,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1092,"meta{qafiya:ـابه, bahr:مسحوب}","meta{qafiya:ه, bahr:مسحوب}"
1093,"meta{qafiya:ـار, bahr:مسحوب}","meta{qafiya:ر, bahr:مسحوب}"
1094,"meta{qafiya:ـار, bahr:مسحوب}","meta{qafiya:ر, bahr:مسحوب}"
1095,"meta{qafiya:ـار, bahr:مسحوب}","meta{qafiya:ر, bahr:مسحوب}"
1096,"meta{qafiya:ـار, bahr:مسحوب}","meta{qafiya:ر, bahr:مسحوب}"
1097,"meta{qafiya:ـار, bahr:مسحوب}","meta{qafiya:ر, bahr:مسحوب}"
1098,"meta{qafiya:ـار, bahr:مسحوب}","meta{qafiya:ر, bahr:مسحوب}"
1099,"meta{qafiya:ـار, bahr:مسحوب}","meta{qafiya:ر, bahr:مسحوب}"
1100,"meta{qafiya:ـار, bahr:المسحوب}","meta{qafiya:ر, bahr:المسحوب}"
1101,"meta{qafiya:ـار, bahr:المسحوب}","meta{qafiya:ر, bahr:المسحوب}"
1102,"meta{qafiya:ـار, bahr:المسحوب}","meta{qafiya:ر, bahr:المسحوب}"
1103,"meta{qafiya:ـار, bahr:المسحوب}","meta{qafiya:ر, bahr:المسحوب}"
1104,"meta{qafiya:ـار, bahr:المسحوب}","meta{qafiya:ر, bahr:المسحوب}"
1105,"meta{qafiya:ـار, bahr:المسحوب}","meta{qafiya:ر, bahr:المسحوب}"
1106,"meta{qafiya:ـار, bahr:المسحوب}","meta{qafiya:ر, bahr:المسحوب}"
1107,"meta{qafiya:ـار, bahr:المسحوب}","meta{qafiya:ر, bahr:المسحوب}"
1108,"meta{qafiya:ـار, bahr:المسحوب}","meta{qafiya:ر, bahr:المسحوب}"
1109,"meta{qafiya:ـحة, bahr:الرمل}","meta{qafiya:ة, bahr:الرمل}"
1110,"meta{qafiya:ـحة, bahr:الرمل}","meta{qafiya:ة, bahr:الرمل}"
1111,"meta{qafiya:ـحة, bahr:الرمل}","meta{qafiya:ة, bahr:الرمل}"
1112,"meta{qafiya:ـجه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1113,"meta{qafiya:ـجه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1114,"meta{qafiya:ـجه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1115,"meta{qafiya:ـجه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1116,"meta{qafiya:ـجه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1117,"meta{qafiya:ـجه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1118,"meta{qafiya:ـجه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1119,"meta{qafiya:ـني, bahr:المسحوب}","meta{qafiya:ي, bahr:المسحوب}"
1120,"meta{qafiya:ـني, bahr:المسحوب}","meta{qafiya:ي, bahr:المسحوب}"
1121,"meta{qafiya:ـني, bahr:المسحوب}","meta{qafiya:ي, bahr:المسحوب}"
1122,"meta{qafiya:ـني, bahr:المسحوب}","meta{qafiya:ي, bahr:المسحوب}"
1123,"meta{qafiya:ـني, bahr:المسحوب}","meta{qafiya:ي, bahr:المسحوب}"
1124,"meta{qafiya:ـني, bahr:المسحوب}","meta{qafiya:ي, bahr:المسحوب}"
1125,"meta{qafiya:ـني, bahr:المسحوب}","meta{qafiya:ي, bahr:المسحوب}"
1126,"meta{qafiya:ـاج, bahr:الصخري}","meta{qafiya:ج, bahr:الصخري}"
1127,"meta{qafiya:ـاج, bahr:الصخري}","meta{qafiya:ج, bahr:الصخري}"
1128,"meta{qafiya:ـاج, bahr:الصخري}","meta{qafiya:ج, bahr:الصخري}"
1129,"meta{qafiya:ـاج, bahr:الصخري}","meta{qafiya:ج, bahr:الصخري}"
1130,"meta{qafiya:ـن, bahr:البسيط}","meta{qafiya:ن, bahr:البسيط}"
1131,"meta{qafiya:ـن, bahr:البسيط}","meta{qafiya:ن, bahr:البسيط}"
1132,"meta{qafiya:ـن, bahr:البسيط}","meta{qafiya:ن, bahr:البسيط}"
1133,"meta{qafiya:ـن, bahr:البسيط}","meta{qafiya:ن, bahr:البسيط}"
1134,"meta{qafiya:ـن, bahr:البسيط}","meta{qafiya:ن, bahr:البسيط}"
1135,"meta{qafiya:ـن, bahr:البسيط}","meta{qafiya:ن, bahr:البسيط}"
1136,"meta{qafiya:ـن, bahr:البسيط}","meta{qafiya:ن, bahr:البسيط}"
1137,"meta{qafiya:ـن, bahr:البسيط}","meta{qafiya:ن, bahr:البسيط}"
1138,"meta{qafiya:ـمه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1139,"meta{qafiya:ـمه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1140,"meta{qafiya:ـمه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1141,"meta{qafiya:ـمه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
