Text content,Title,poem_id
لا صار وْجيهكم يا اهل الغدر ربّي مسوّدها,,245
نحن قومٍ ما تنكر عِشرة اهل الملح واهل الزاد,,245
ولا تـخلف وعـوده للـوفا لا حَـل موعدها,,245
نـحن من كلـمة التوحيد كلمتنا وحِـن عبّــاد,,245
لرب الكائنات اللي من اللا شيّ أوجدها,,245
نحن عند الشدائد ما نزعـزع والعزوم شداد,,245
بـيارقـنا على هَـامَــــة معـادينا نـشـيّـدها,,245
نحن من يعدل المائل عن الميله واذا ما فاد,,245
تميّل هامته حدب السيوف اللي نجرّدها,,245
نحن بكـفوفنا حل العقد رغـمٍ على العقّـاد,,245
وهو ما يقدر يحل العقود اللي نعقّـدها,,245
يا ريّـسنا لك البيعه من الشـيّاب والأولاد,,245
مَعَ شمس الصباح قلوبنا لاجلك تجدّدها,,245
يقلّدك الفخر شعبك، فخر مالك عليه انداد,,245
لأنّك يا طويل العمر بالعزّه مقلّـدها,,245
(خليفه) كلمته من حكمته يقنع بها الاضـداد,,245
له قلوب البشر من طيبته كنّه مجنّـدها,,245
وحنّا له جنود شيـوخ أو ضبّـاط أو أفراد,,245
تحت أمره يالين تـموت ما تعلن تمرّدها,,245
خصومه خيلها دائم على بحر الردى ورّاد,,245
وهو خيله على بـحر الوفا دائم يورّدها,,245
وابو راشد وابوخالد سيوفٍ في اللزوم حْداد,,245
معَ حكّـام دولتنا تعاهدك وتعاهدها,,245
رجال بْلادنا خير السند ياللي تريد سْناد,,245
يا سنّدها على مثل الجبل أو لا تسنّدها,,245
رجالٍ ما تعرف التفرقة والكفر والإلحاد,,245
مَعَ خمس الفروض الله أكبر في مساجدها,,245
رجالٍ كثرة انـجازاتـها .. كثـرة لها حسّاد,,245
لكن تبقى فعائلها ويفنـى قول حاسدها,,245
رجالٍ في نـهار الحرب جـمر فعولها وقّـاد,,245
شياطيـن العباد بْقـيد وحدتـنا نـقيّـدها,,245
عرمرم سيلنا ياللي تعرّض سيلنا لا عاد,,245
تعرّض سيلنا واخذ النصـيحه لا تعادوها,,245
يزلزل عزمنا شم الجبال اللي في الارض اوتاد,,245
يالين اهل العناد تتوب من كثرة معاهدها,,245
ومن يْعد الـمكارم والـمكارم تتعب العدّاد,,245
مكارمـنا ما تـقدر عـدّها ياللي تعـدّدها,,245
سبت عبله برقّـتها عقل(عنتـر) إبن شدّاد,,245
وداري شـرّف الله شعبها في ظل قائدها,,245
سبت بالنهضه اللي أسّـسوها للعـلا روّاد,,245
عقول شعوبها من قبل تسبي عقل وافدها,,245
توحّد لك يا داري من وفا شعبك قلوب عباد,,245
وشعبك من وفاك قلوبـهم تعلن توحّدها,,245
عسى الله يحفظك يا شعبنا من صاحب الأحقاد,,245
وحكّامك خطاويـها على العـزّه يسدّدها,,245
هنا يوم الوطن والـمفخره والنصر والأمـجاد,,245
لدارٍ (زايـد) الـخالد رحمه الله خلّـدها,,245
للــزعيــــم الـمُـلْـهِــم لشـعــبـه وللأمّــــه بــوادر,الـزعيـم الـمُـلْـهِــم,246
وانـت يـا سـلـمـان فـيــك الأوّلــه واللـي يــليها,,246
المليك اللي على صنع الحدث في الأرض بادر,,246
والحـكـيـم اللـي إلـى جـات المصايب يحتويهـا,,246
مـرحـبـا بك من لفيت ارض الوفا حتى تــغـادر,,246
ولــو تـغــادر ذكريـاتــك خـلّــدت بالعــز فـيـهـا,,246
نـادر وما تسـتـحـق مـن الـبـيـوت الا الـنــوادر,,246
البـيـوت اللـي في مدحك تحترمها سامـعـيـهـا,,246
أثـبـتـت كـل الوقــائـع واكّــدت كـل الـمصــادر,,246
إن وحــدتــنــا وهــيـبتـنـا تتــعّــب حـاسـديـهـا,,246
وان ولاء شـعـوبـنـا لشـيـوخـهـا هالوقــت نـادر,,246
عـلّـم اللي ينتقص فأهـل الخــلـيـج ويـزدريـهـا,,246
قـدرة الله غالـبـه عـلـى مـكــايــد كـــل غــــادر,,246
والعـروبـه واهـلهـا علـى هــدي سـنّــة نـبــيـهـا​,,246
مرحبا ياللي فهم قبل الإشاره,رد حمدان بن محمد على أبيات:ضاحي خلفان,247
ضاحي اللي مركزه فوق القمم,,247
دون حكّامه ودون حدود داره,,247
لو طلبته دم قلبه قال: تم,,247
صاحبٍ يصدق معك في الإستشاره,,247
وان طلبته يكتم أسرارك، كتم,,247
ليله بصدقه مثل واضح نهاره,,247
يستحق آقول ضاحي والنّعِم,,247
وفيه ناسٍ قربها يُحسب خساره,,247
لا عهودٍ وافيه.. وَلا ذمم,,247
فارقٍ عنهم مكانك فالصداره,,247
فرق أعلى الراس من واط القدم,,247
ياللي تقول ان الصراحه شعارك,الحـزن راحـه,248
طبّق على نفسك نظام الصراحه,,248
الناس ما يمـشي عليها قـرارك,,248
بعض الصراحه تعتبرها وقاحه,,248
ومن دوّر لشورك عسى لا استشارك,,248
شـورك يكون اكبر سبب لارتياحه,,248
لا تنـتحر لا ضقت لان انتـحارك,,248
جريمه ف دين الهدى والسماحه,,248
فالضحك راحه بس احب آتدارك,,248
واعلّـمـك إن الحــزن فيه راحـــه,,248
لذا في قلبك هـ الثـنين تشـارك,,248
منهم ترى ما للخفوق استراحه,,248
من كثرة افراحه في عيدٍ مبارك,,248
يوم الحــزن لابد تكثـر جراحــه,,248
قبل يضيع العمر، حدّد مسارك,,248
ما زالت الفـرصـه أمامك متـاحه,,248
لو ان هـمومك فالضـمير تْـعارك,,248
دع للتفاؤل في ضميرك مساحه,,248
شف سوريا بعد السياحه معارك,,248
والبوسـنه بعد الـمعـارك سياحـه,,248
يا صاحب الهجر هجرك ويش سوّى بي,صاحـب الهجـر,249
ويلك من الله ترفّق في عباد الله,,249
نحلت عظامي من الهجران و ثيابي,,249
لو تستر الجسم ماهي تستر العلّه,,249
بكـره  توقّف من اللهفه على بابي,,249
نفسك من الشوق والحرمان منتلّه,,249
لو تفقد أعصابك آنا ماسك أعصابي,,249
ذق ما يذوقه حبيبا كان متولّـه,,249
عتاب قلبي على الهجران وعتابي,,249
عليك يا بو رموش وقذلة حلّه,,249
لا تسأل الناس عنّي لأنك ادرابي,,249
ولا تذكر الشوق لا كثره ولا قلّـه,,249
أن كان قلبك الى من جيت هلاّبي,,249
بعد البطا فـ انت قلبي كنت محتلّه,,249
أعطيتـني بعـد ودّك لكن الغـابي,,249
أعطيته لشخص ما يستاهله والله,,249
با سامحك يالغلا والشوق غلاّبي,,249
غدرت بي بعد ما خذت الغلا كلّـه,,249
بعلّمك عن سبب واحد من اسبابي,,249
يدعو إلى الحزن واللي يسألك قله,,249
ما زوّد الحزن إلا غدر الأصحابي,,249
يا ليت قلبي حجـر أو ليتهـم قلّـه,,249
هاجر يا أوّل غرامي وآخر أحبابي,,249
أنا عـزيزٍ ما يرضـي حبّــه يْـذلّـه,,249
سيفي يقص الحجر من قو مضرابي,,249
لكن أنـا للضـعافى ماني آسلّـه,,249
يوم ميـلاد أبوخـالد نصـيـر الديـن,ميـلاد أبوخالـد,250
إنـولـد فيه نخـوه قبـل يـولـد شيــخ,,250
أربـع اركـان فـي هاليوم محتـفلين,,250
الفـخـر والـوفــا والـعـز والـتــاريخ,,250
له صفاتٍ ماهي توجـد مع الحيّين,,250
من يعـارض علي يستاهل التوبيخ,,250
كن ابوخـالد ألله يحفظـه من عـيـن,,250
حاسـده قـادمٍ من كوكـب الـمريـخ,,250
ياليل ياللي في سماك نجوم,مفهـوم,251
ياصاحب الولهان والمهموم,,251
عرفتني والاّ ما زلت مشبّه,,251
نعم أنا حمدان ابن مكتوم,,251
اللي فهم أكثر شعور العالم,,251
وهو شعوره ماهو بمفهوم,,251
يحب يكسب هيبته بذراعه,,251
مايحب يكسبها بحب خشوم,,251
صارت عيوني تستلذ السهره,,251
وعيون غيري تستلذ النوم,,251
فإن ظننت ان السبب من غالي,,251
جذب فؤادي عوده الـمبروم,,251
أقول ظنّـك غير ظنّـي .. لكن,,251
تراك عندي غالي ومحشوم,,251
لو كنت مسقومٍ من اللي حبه,,251
بين الحنايا، قلت لك مسقوم,,251
أنا سهرتـك والسهـر يغـريني,,251
عندي من احداث الزمان علوم,,251
ترجمتها لك في قصيدة شاعر,,251
حسب قـوانين الشعر محـكوم,,251
وانا على نظم الشعر من صغري,,251
غير البيـوت النــادره ما اروم,,251
تغريني الأفكار واجمل فكـره,,251
تْلامس اللي في الصدر مكتوم,,251
أرسم طريق القافيه والـمعنى,,251
رسم الطريق الواضح المعلوم,,251
والشاعر اللي يدعمه جمهوره,,251
تلقـاه دايم بالنصـر مدعـوم,,251
دارت رَحى حربي مٓـعٓ أيامي,,251
حاربتها وآنا معـاي سهـوم,,251
الصبر والايمان ان الـمؤمن,,251
لابـد لـه من يومـه الـمحتوم,,251
عندي أمل بالنصر لو قلتوا لي,,251
ترى النتيجه وضعها محسوم,,251
ويا منافسيني في بقاع الدنيا,,251
عن الحـسد والكبرياء آشـوم,,251
روحي رياضيّه وقلبي صافي,,251
أنا في كوم وحاسدي في كوم,,251
أهنّي الـفـايـز علي وارفـع له,,251
كفّي وارحّب فيه في الـمرموم,,251
واللي ماهو ملزوم في تقديري,,251
أنـا في تـقـديره تـرى ملـزوم,,251
وان كانت النخوه معه معدومه,,251
طيبي في راسي ماهو بْمعدوم,,251
أعاملـه باخـلاقي اللي كانت,,251
مشهورةٍ عن جـدّي الـمرحوم,,251
لو كل طيرٍ في جناحه ريشـه,,251
أهل الصقاره تعرف الصيروم,,251
وتميّـزه عن غيره من اوصافه,,251
لو كلهّا فـوق الجـبال تحـوم,,251
ان شافته ماتلتـفت في غيره,,251
وان سامته قامت تزيد السوم,,251
ويازارعين الثوم في بستانٍ,,251
عشبه خضر لاتزرعون الثوم,,251
الناس تعشق نفحة الريحانه,,251
والـفل والياسمين والـمشموم,,251
وصيّـة القـايد لإبـن القـايد,,251
اللي يكـرّرها زمـانـه دوم,,251
ماهو مهم انّه يطيح الفارس,,251
مليون مَـرّه من طعون القـوم,,251
لو لم يكن فارس ماجاته طعنه,,251
بس الـمهم انّـه يعـرف يقوم,,251
وانا عزومي ماتعرف الطيحه,,251
عندي من الصدمات قوّ عزوم,,251
اللي يحسب ان دمعتي من عيني,,251
باتطيح، قولـوا له عليه اللـوم,,251
لو نفرض انها طاحت مْن عيوني,,251
تراي واقـف وقـفة الشغـموم,,251
مْن الغيوم تطيح قطره قطره,,251
لكن ماشفـنا تطـيح غـيوم,,251
لله رحمه تكفي اهل الدنيا,,251
من يوم آدم لين هذا اليوم,,251
فاليرتجي رحمته من يرجوها,,251
والـمنحرم منها هو الـمحروم,,251
لا شفت لك انسان مُعطى نعمه,,251
لاتحسده في رزقه المقسوم,,251
ولا تسب الوقت، وَلاَ حظّـك,,251
وتزمّ خشمك مايفيد الزوم,,251
يـومٍ عليك ويوم لك والدنيـا,,251
ماترحم الخادم ولا الـمخدوم,,251
لو تنصر الظالم على من يظلم,,251
ياويلك مْن الواحــد الـقيّـوم,,251
من دعوة الـمظلوم قل للظالم,,251
يحذر، لأن ربّي مع الـمظلوم,,251
وَلا تعاتب كل شخص بزلّـه,,251
الناس مافيهم حدٍ معصوم,,251
الاّ نبي الأمّـــه اللي ديْـنَــه,,251
هدم صنم كسرى وذل الروم,,251
وأهل الخيانه والغدر والفتنه,,251
اللي يجاملها ترى مأثـوم,,251
لو انها بهـدوم بين العالم,,251
كأنّها تمشي بدون هـدوم,,251
وهذه رسـالتي لاصحـابي,,251
وأعدائي اللي فكرهم مسموم,,251
ارسلتها عبر البـريد العاجـل,,251
يوم اكملت في ظرفها الـمختوم,,251
وَلا كشفت اللي يدور فـ خلدي,,251
لكن كشفت الواقع الـمشؤوم,,251
هَل الكلام اللي أقوله واضح؟,,251
مفهوم .. والاّ ماهو بْمفهوم؟,,251
,عام زايد,252
"rtl;unicode-bidi:embed"">شــهـريــن وانـا قافلٍ بـاب الالـهــام",,252
اللــي بــنــات افـكـار شـعـري بناته,,252
ايـلـيــن ريّــس دولـتـي عـبر الاعـلام,,252
وصّـى ونـحـنــا مانـضـيّــع وصاتــه,,252
خــبـــر مـهـم و أصـدره قايـــدٍ هـام,,252
خـلّـى هـجـوسـي ينتشي من سباته,,252
وان جـاتـه الفكره مثل عذب الانسام,,252
لابــد يـفـتــح بــاب فــكــره لا جـاتــه,,252
الصـحـف ماجـفّـت ويـاكـثر الاقـلام,,252
اللـي حــبــرهــا تعـجــبــك مفـرداتـه,,252
الـخـــالـــد بْـذكــره لو تْـمــر الايـــام,,252
يحـصـد في موته مازرع في حياتـه,,252
زايــد هـو التـاريخ واسأل مئـة عـام,,252
وتعـلّـمــك عـن مـجـده و مـنجــزاتــه,,252
شـعـب العرب من حنكـته صار قدّام,,252
لــو حــي حـقّـق لـه جمـيـع أمـنـياته,,252
فـي الشرق حكّامٍ وفي الغرب حكّام,,252
ولا أحــــد منـهــم مـســـوّي ســواته,,252
النـاس منقـسمـه إلـى عـدّة اقـسـام,,252
لــون و لــغــه ولـكـل واحــد صـلاتـه,,252
إلا عــلى زايــد ولـو كـانـوا خـصـام,,252
قـد اجـمـعـوا انّـه فــريـد بْـصـفـاتـه,,252
وانّـه رقـم صـعـبٍ رغـم كـثـر الارقام,,252
ومـن الـصـفـات الله فـرد لـه صـفاته,,252
تـاريـخ الامـجـاد الـذي ماهـو اوهام,,252
فْـعـــول زايــــــد بثّــهـا فـي قـنـاتــه,,252
عـز العـروبـه نـاصـرٍ ديــن الاسـلام,,252
خـيـره علـى شعـبـه من اربع جهاتـه,,252
وايضـا علـى كـل الأرامــل والايـتــام,,252
يـعـطـي وَلا يخــبـر أحــد بعـطـيـاتـه,,252
لو قلّلـوا مـن قـيـمـتـه بعض الاقـزام,,252
ذِكْـــره يـتـعّـبهـم وهــو فـي رفــاتــه,,252
يْـطـيــح مـن يـبـغي ينافسه وان قام,,252
يطـيــح وآقـــول لــه بـلـيّــا شـمــاتـه,,252
فِــ قـلـوب شـعـبه زايـد الخالد وسام,,252
وقـدّام سـيـفـه نفـتخـر في عـصاتـه,,252
سبـع الامارات اصبحت خير وانعام,,252
واضحـت وطـن بـيـن الدول له ثباتـه,,252
وحّــده زايــد بالسـيـاسـه والاحـكـام,,252
وهــو قـبـل زايـــد يـعـانـي شـتــاتــه,,252
اللـي جمعنـا مـن حـيـاة الـتـشـرذام,,252
غــلاه جـمّـعــنـا بٓــعٓــد فـي مـمـاتـه,,252
الـمـستـحـيــل يحقّـقـه قبـل الاحـلام,,252
تـفـاخــروا .. يـاعـيـالــه وْ يـا بنـاتـه,,252
"rtl;unicode-bidi:embed"">",,252
مـرّت ايّــام الـقـنـص حلــوه عـذيّــه,الطرشه خليّـه,253
فـي أنـاسـه بـيـن مصبـاح و رواح,,253
بـس فـيـهـا نقص يوم امست خليّـه,,253
مـن أبـو راشــد خـلت م الإنشـراح,,253
لـيــت يـا حـمـدان عـن دارٍ قصـيّـه,,253
كـنـت في الطـرشه وساعات المزاح,,253
صـيــدنـا وافـــر بـأيّـــــامٍ هـنــيّـــه,,253
والـمعـاشـى والـمـزاقــر والصـياح,,253
حلو جو الصيد من صبحه لعشيّـه,,253
وعـنــدك و دونــك لـيـالـيـنـا مـــلاح,,253
والخــوي دايـم تـرى يْــدوّر خـويّـه,,253
عـادة اهْـل الـمعرفـه واهـل الفـلاح,,253
وفـــوق هـذا فـ الـعـيـون البـابـليّــه,,253
صــادت الصـيّــاد ما فاد السـلاح,,253
لو حضـرت ان كان بتحل القضيّـه,,253
وكـان ما بيـفــوز لي لابـس وشـاح,,253
مـرحـبـا بـاللي علـي مرسل هـديّــه,تــامر عـليّــه,254
والـوفــا مـن بـينـي وْ بيـنـه متـــاح,,254
سـيّــدي شـاعــر ونـفـسـه شاعريّـه,,254
والــمولّــع بـالـقـوافـي مـا اسـتراح,,254
ولــد راشـــــد لـــه عــزومٍ زايــديّـــه,,254
بـرق عِــزّه فـي غــيــوم الطيـب لاح,,254
كـل مـاهـد الـصـقـور الصـيـرمـيّــه,,254
كــنِّ لـه مـعهـا مـخــالــيـب وجـناح,,254
الـقـنـص لـو كـانـت ايّـامـه شـقـيّـه,,254
لـذّتـه فـ الـنـفـس تـجـلــب الارتياح,,254
وانـت يـارمــز الـفـخـر تـامـر عليّــه,,254
وان حصل منّي خطا منك السماح,,254
والــغــزال اللـي لـعـيـنـه جــاذبــيّـه,,254
نظرته فيهـا مـن الـسـحـر الـمـبـاح,,254
عــادتــك صــيــده بـلـيّــا بـنـدقـيّــه,,254
لـو فـ عـيـنـه مـثـلمـا ضرب الرمـاح,,254
من كَثْرَة الشعَّار والمستشعرون,زبون الصـبر,255
تغطرست الاوراق واغتر الحبر,,255
ما أجهل اللي يحسب ان جر اللحون,,255
يْبيِّض الوجه او يطول فـ الشبر,,255
الشاعر الحَسَّاس شعره ذو شجون,,255
يصفى معاه الجو لو انَّه غَبَر,,255
بعيد ياشعَّار عن سوء الظنون,,255
ماقلتها من غطرسه وَلاَ كِبِر,,255
قد تعتبر  وجْهَة نظر  يا مبدعون,,255
وَربَّما... وَربَّما لاتُعْتَبَر,,255
و يلا ذكرت اللي على قلبي يمون,,255
عبر جسور الود والحب آعَبِر,,255
الشوق من وَصْلك يابو طرفٍ فتون,,255
يكبر مَعَ  راعيه لامنَّه كبَر,,255
ترى مريض السكَّري جرحه يهون,,255
شوفك يكفِّي عن علاجه بالأِبَر,,255
لو الاطباء عن علاجك يعرفون,,255
كان صْنَعوا منّك دوا فـ المختبر,,255
صابر على حبّك رغم كثر الطعون,,255
والمشكله حسب الكلام المعتبر,,255
لو  كانت القِصَّه صبر.. انا زبون,,255
الصبر والايام للعاقل عٍبَر,,255
القِصَّه الوافي يموت وْ لايخون,,255
وان الصبر نفسه يبي منَّا صَبر,,255
الشِعِــر بَابَه مْقَفّـل وان فِتَحـنا بَابَه,سميّ العود,256
الجبل نِنْحته والغُصن الرطيب نْهِـزّه,,256
والـمِثَل يا ضاربينه زان لي مِضْرَابَه,,256
ما كِـذب رَجـلٍ يقول لْكل شيٍّ حَـزّه,,256
الـمكارم في بَلَـدنا والعـزيز تْـرابَه,,256
وبْشيوخه كل شَعْبَه تِفْخَر وْمعتَـزّه,,256
قَـدّم الفنجــان يا صَبّـابه لْشَــرّابَه,,256
واقْهَر العدوان والرَّاس الخِبيْث نْجِـزّه,,256
للكريم اللِّي يِحَسْبون الرجَال حْسَابَه,,256
وْللعِزيز اللِّي على عْلوم الرِدَى مِتنَـزّه,,256
وْللشجَاع اللي فِتَل للكايدات اشْنَابه,,256
شَل بِيْرَق ( زايـد ) بْـيِمْناه حَتى رَزّه,,256
فَارسٍ جَدّه صوَاديف الزمان تْهَابَه,,256
يَسْبق حْصَانه خيول القوم لا مِن لَزّه,,256
صوب إبن حمدان زايد تَاْشِّر السَبّابَه,,256
والعزيز الله بِوَقْفات الشموخ يْعِـزّه,,256
مِسْكنَه في قْلوبنا مَهْما يطول غْيَابَه,,256
غاب بالعِـزّه وَلا جَانا سِوى بِالعِــزّه,,256
فَز فَزّة سِبْع في وَجْه العدو وَاحْزابَه,,256
يا سِمِيّ العود يا طِيْبِك و حَيّ الفَـزّه,,256
إشتقت يا وقتي الفاني لفترة صباي,مدّةٍ وافيه,257
سـأمـت منّـك ومن أيامـك الجـافـيه,,257
ذكرت صبحي بطيشه وانبساطة مساي,,257
واخٍ جـروحي من فـراقـه ماهي شـافيه,,257
جـفاني الضحـك بفراقه وطـوّل جـفاي,,257
عن وصل نـاسٍ مشـاعرها معي دافـيه,,257
القلب يغرق جـروحي ما يبيّـن خفـاي,,257
لكنّـها في مـلامــــح  نـظـرتي طـافـيـه,,257
اقـول لا .. لاحـدٍ منـكم يـدوِّر رجـاي,,257
أجبـرني الوقـت اردّد لائـي النـافـيه,,257
يوم البحر كنت أحسبه يوم اطالعه ماي,,257
قبل اسبحه واكتشف أسراره الخافيه,,257
ويوم ان أصابع كفوفي أكثر من اصدقاي,,257
قليـل لكـن عيـوني بالرضـا غـافـيه,,257
لله معطي ولا تحسب يميني عطاي,,257
وافــي ولا اقــدّم إلاّ مــدّةٍ وافــيه,,257
أنظر لقـدّام ما اطـالع بعـيني وراي,,257
أودّع المـقفـيه واسـتـقبـل اللافـيه,,257
وابني بيوت الشعر واسّس قواعد بناي,,257
ماني بمن يبتلش في الوزن والقافيه,,257
واشب ناري وغيري يقتبس من سناي,,257
وامد بالنـور نـاسٍ نـارهـم طـافـيه,,257
واخدم بنفسي قبل لايخدمون اخوياي,,257
وانا لو اشّـر تكون إشـارتي كافيه,,257
ثنتين يقدر بها الانسان يكسب رضاي,,257
البسمه الصـادقه والنيّـه الصـافيه,,257
وثنتين دايم تسبّب في حياتي شقاي,,257
دمع الفـقارى وشكل اقدامه الحـافيه,,257
يالله عساني ما اجرّب عند ربعي غلاي,,257
واسـالك السـتر والتوفيـق والعـافيـه,,257
يالشـاعر بذكر الله تـزين الابيـات,وقفة عرفة,258
والصدق فيما نزّل الله في الآيات,,258
وآنـا بـذكــر الله و في طـاعـة الله,,258
سخّرت هاجوسي لجل سبك الابيات,,258
كتبت في الطـير وهـداده وفـعله,,258
ومسـابقات الريح والعسـوجيات,,258
واسهبت في وصف الذلول الاصيله,,258
اللي تـحطّــم تيـمـها عشـر مـرات,,258
ومدحت نـاسٍ تسـتحق المـدايـح,,258
واليوم مدحي غير عن كل ما فات,,258
مدحي لمن تـقدّس اسـمه تـعالى,,258
ليس كمثله شي في الماض والآت,,258
الأمـر له مـن قـبل جـــلّ جـــلالـه,,258
والأمر له من بعد ما يـبغي اثـبات,,258
فمـن يـشــاء انّـه يـذلّـه .. يـذلّــه,,258
ومـن يـعــزّه ما يـعـرف المـذلاّت,,258
يا مجري السحب ومغيث الفيافي,,258
الملك لك والعـز في كل الاوقـات,,258
يا ذو الجلال الأوحـد اللي بذكرك,,258
تدعـو جميع الأنبـياء والرسـالات,,258
من هيبتك في قلوب من يعشقونك,,258
المؤمنيـن أهـل القلوب التقـيّات,,258
تسبّـح بذكرك على منـكب ارضك,,258
وتعظّمك لا ناظرت في السماوات,,258
ياللي لجل وجهك نصـوم ونصـلّي,,258
ولولاك ما صـمنا ولا به صـلــوات,,258
يا مـن اذا جـات المضــرّه دعـينـا,,258
بسمك ولا غيرك يزيل المضـرّات,,258
والحمد لك عند المسرَّه وشكرك,,258
واجب على من ينتعم بالمسـرّات,,258
نرجـوك تـغـفر كـل ذنـبٍ جـنيــنا,,258
وندعـوك ترحمـنا بوقـفة عـرفات,,258
يا أيّـها الإنـســـان كثـر المـلــــذّه,,258
تأثّر على الطاعه، فخف الملذّات,,258
واسـجد لوجه الله تضرّع وخشيه,,258
حتى يـزيـدك في نعـيمه درجـات,,258
بـرعـايـتـه يحـيـطــك الله حــــيًّا,,258
ويرحمك لامن صرت مابين الاموات,,258
يا سيّد المال كم نفسٍ معك خانت,الكـبـر لله,259
والخوف ماهو من الماضي من القادم,,259
والنّـاس لولا تواضـع نفسها شـانت,,259
مَـعَ مراعــاة ذا سيّــد، و ذَا خــادم,,259
من قصّة ابليس خذ حكمتك لا بانت,,259
كان التغطـرس في ذاته عاملٍ هادم,,259
لو كان رفضـه لأمر الله فقط، هانت,,259
الله يغفـر ذنــوب التـايـب النــــادم,,259
مشكـلته اللـي يعـاني منّـها كـانت,,259
الكـبر .. والكـــــــبر لله يا بنـي آدم,,259
إذا طاحـت الـورده من يدينك إتـركـهــا,الورده ارتاحت,260
لأنها إذا طاحــت من يْدينـك ارتـاحــت,,260
واذا طاحت الدمعه من عيونك امسكها,,260
أخاف الـمقـام يطيح معها إذا طاحـــت,,260
ولا تـقتـفي لك فرصـةٍ ما انت مدركــها,,260
تصبّر، ترى فرصَـتْك للحين ما تاحــت,,260
واذا مرّتـك فـرصـه، وتـقـدر تـملّـكـهــا,,260
إخذها عــوض في فرصةٍ قبلـها راحــت,,260
غيوم السمـا وسط السما بيد سامكـهــا,,260
ماهو شرط تـمطر لك لو بْروقها لاحــت,,260
ونفـوس الرجال النخوه اللي تـحرّكـهــا,,260
لو صـدورها باسـرارها ما بَعَـد باحـــت,,260
ألـم تعلـم أن جـدودنا فـي معـاركـهــا,,260
تضحّي بالانفس للعفيفه ليا صاحـــت,,260
يا أصحابي اللي لكم عندي مكان وْمقام,قمّـة الإلتحـام,261
صاحبكم اللي عليكم طوّلت غيبته,,261
شعوره اللي ف قلبه أصدق مْن الكلام,,261
اللي ما تصعب على فكرته تركيبته,,261
بين السياسه واهلها والغلا و الهيام,,261
والأشقر اللي يموت الخرب من هيبته,,261
راحت سنين تتابع عام يتبعه عام,,261
تغرّب ورد داره بعد تغريبته,,261
لو تْغيّـر ملامح وجهه الابتسام,,261
ما زال يرسم على وجهه مدى طيبته,,261
يدوّر السلم لانّه من دعاة السلام,,261
والمستريب يْعرف وش هو سبب ريبته,,261
لو المصايب كبر ضلع الجبل مايضام,,261
دون الوطن في عيونه تصغر مصيبته,,261
وعيوننا دون حد بلادنا ما تنام,,261
الموت حنّا لعين الدار طلّيبته,,261
وان كان للحرب فنجان فقل للكرام,,261
عيال زايد نهار الحرب شرّيبته,,261
الشايب يوصّي غلامه كذا و الغلام,,261
بالنصر وإلا الممات معاهدٍ شيبته,,261
الدار شعب وشيوخ فـ قمّة الالتحام,,261
يسعون للمجد والخايب على خيبته,,261
هـدّاد مالك فرق عن صـالي النار,هــدّاد,262
والـنـــار فيـها منّـك وْ فيك منـها,,262
انت اللهب منك على الخرب لاطار,,262
مثل لهبها والحطب في بطنها,,262
صـيدتك ما يحـتاج قبـرٍ وقبّــار,,262
ومن ريشها نـقدر نسوّي كفنها,,262
فيك الوصايف خلّت العقل يحتار,,262
مناكـبك والعنـق والعـين كنـها,,262
عين السبع لاحدّه الجوع ثم غار,,262
على الفريسـه وان بغاها ضمنها,,262
واللـون فيه مْن البَـرَد يوم ينهار,,262
من غيمـةٍ بطن السما يحتضنها,,262
والصدر كنّـه خامة احرام زوّار,,262
الـ مكه اللي من تضـايق زبنها,,262
ياطـيرنا لو صار فالوقت ماصار,,262
دامك وفي خوّتك ما اصد عنها,,262
أمّـا إذا ياطـيرنا صـرت بَـــوّار,,262
ونسيت عشره مانساها زمنها,,262
بقول ماقال الزلامي فالاشعار,,262
أبيـعـها وابيــع حتـى ثمــنـها,,262
السيف أبو شذره اللي يرهب الغازي,شنـذاره,263
يعجبـك فـي كـف مـن يعطيه مقــداره,,263
هذا ما هو لغز .. ياعشـّـاق الألغازي,,263
هذا مثـل تضربـه للنــاس (شـنـذاره),,263
ياسيف ريّـس بلادي أهدي إنجـازي,,263
الـ (زايـد) اللي بفخـره تفـتـخر داره,,263
ياذيب ياللي على راس الجبل لك قنيب,قنيب الذيب,264
الناس بعـواك دايـم تلفـت أنظـارها,,264
كأنّـك تـنادي العـالم ولا لك مجـيب,,264
بين السما والجبال الصلفه حجارها,,264
لو كان من جوع قلت الصيد منّك قريب,,264
حَوّل على الصيده بيمناك واختارها,,264
وان كان تشكي من الغربه في عصرٍ غريب,,264
مثلك شكت ناس غربتها وفي دارها,,264
وان كان على العوا هيّضك وقت المغيب,,264
اللي يجر النفوس ويفضـح اسـرارها,,264
أكيد قلبك محب، وفاقدٍ لك حبيب,,264
خـذاك من جنّـة اللهـفة إلى نــارها,,264
فزاع ترجم أحاسيسك بحس الأديب,,264
اللي قريحـته ماهي تنضـب أفكارها,,264
خل الليالي تجيب مْن الشقا ما تجيب,,264
ولا تـوقّـع تـقـدّم صــادق أعـذارها,,264
الأمر عادي ترى لا تحسب انّه مريب,,264
إصبر وزيد العـناد ان زادت إصرارها,,264
كم يصبر الجذع في حر المقيظ الكئيب,,264
حتى تصـب السـحابـه فـوقه أمطـارها,,264
ويروى ويخضر لين تشوف غصنه رطيب,,264
و دورة فصول السنه ما أتعبه مشوارها,,264
