poem_id,Row_ID,Title_cleaned,Poem_line_cleaned,summary,قافية,البحر,وصل,حركة,نوع,شخص,sentiments,أماكن,أحداث,مواضيع,تصنيف
230,3113,مهبط الاحلام,دربي المظلم اللي يتعب الاقدام      بالوعي والمعرفه اشعل سراجه,يسير في طريق صعب بالإرادة والمعرفة منيراً دربه,هـ,غير محسوم,,كسرة,مقيدة,[],"[""ألم"",""تصميم""]",[],[],[],معاصر
230,3114,مهبط الاحلام,وكل ما جيت ابا اعلن لحظه استسلام      صاح حب البقاء ف داخلي : واجه,كلما فكر في الاستسلام، يظهر فيه حب الحياة والمواجهة,ج,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيب"",""relation"":""نفس المتكلم""}]","[""تصميم"",""حب"",""إرادة""]",[],[],"[""حب البقاء"",""داخلي""]",معاصر
230,3115,مهبط الاحلام,نظرتي فوق فوق ومركزي قدام      وعاذلي يعقد من الضيقه حجاجه,يركز نظراته للأمام رغم تذمر من يعيقه,ج,الرجز,,فتحة,مقيدة,"[{""name"":""الأنا"",""relation"":""المتكلم""},{""name"":""العاذل"",""relation"":""ناقد""}]","[""تصميم"",""توتر""]",[],[],"[""نظرة"",""مركزي"",""عاذل"",""حجاجه"",""الضيقه""]",معاصر
230,3116,مهبط الاحلام,لكن العام هذا غير ذاك العام      نجمتي في سما الابداع وهاجه,يعلن أن هذا العام مختلف ومليء بالإبداع والتألق,ج,الرجز,,فتحة,مقيدة,[],"[""تفاؤل"",""فخر""]",[],[],[],معاصر
230,3117,مهبط الاحلام,باب بيت الكريم .. تدله الانام      فاتحنه ، ولا ينصك مزلاجه,يدعو لفتح باب الكرم والذوق ليُرحّب بالناس,ج,الرجز,,فتحة,مقيدة,"[{""name"":""الكريم"",""relation"":""مكرم""}]","[""أمل"",""توكل""]",[],[],"[""الكريم"",""البيت"",""الانام"",""باب""]",معاصر
230,3118,مهبط الاحلام,وباب بيت البخيل تضيعه الارحام      دون بابه يرد الساءل سياجه,يحذر من بُعد أهل البخل ورفضهم للزوار,ج,الرجز,,فتحة,مقيدة,"[{""name"":""البخيل"",""relation"":""مخالف""}]","[""حذر"",""حزن""]",[],[],"[""البخيل"",""البيت"",""الإرحام"",""باب""]",معاصر
230,3119,مهبط الاحلام,انتعاطف بنظرتنا مع الايتام      نحسب انها هي اللي بس محتاجه,يبدي شكوكه في أن من يظهر احتياجهم هم الوحيدون المحتاجون,ج,الرجز,,فتحة,مقيدة,"[{""name"":""الأيتام"",""relation"":""مجموعة""},{""name"":""نحن"",""relation"":""المجتمع""}]","[""تعاطف"",""امتنان""]",[],[],"[""الأيتام"",""محتاجه"",""نظرتنا"",""تعاطف""]",معاصر
230,3120,مهبط الاحلام,والحقيقه .. ببعض الوعي والالمام      ينجلي مدخل المعني ومخراجه,يؤكد أن الفهم والوعي يكشفان حقيقة المعنى ومخارجها,ج,الرجز,,فتحة,مقيدة,[],"[""حكمة"",""تفكير""]",[],[],[],معاصر
230,3121,مهبط الاحلام,كلنا في احتياج .. الشعب والحكام      نختلف في اختلاف المرء والحاجه,يؤكد أن الجميع بحاجة للدعم رغم اختلافاتهم وحاجاتهم,ج,الرجز,,فتحة,مقيدة,"[{""name"":""الشعب"",""relation"":""مجموعة""},{""name"":""الحكام"",""relation"":""مجموعة""}]","[""تفاهم"",""حكمة""]",[],[],"[""الشعب"",""الحكام""]",معاصر
230,3122,مهبط الاحلام,وكل يوم تحقق حلم م الاحلام      يعتبر عمر ، لان العمر بانتاجه,يربط تحقيق الأحلام بثمرة العمر وإنتاجه,ج,الرجز,,فتحة,مقيدة,[],"[""أمل"",""فخر"",""سعادة""]",[],[],[],معاصر
230,3123,مهبط الاحلام,انت لو تحسب الفارغ من الايام      اكتشفت ان .. عمرك ذا ولا حاجه,يحذر من تضيع الوقت بدون فائدة لأن العمر بذلك خاسر,ج,الرجز,,فتحة,مقيدة,"[{""name"":""الأنا"",""relation"":""المتكلم""}]","[""تأمل"",""حزن"",""يأس""]",[],[],"[""عمرك"",""أيام"",""حاجه""]",معاصر
231,3124,وجه الحياه الثاني,يا هاجس الشعر دامك حاضر دعنا      دعنا نعيش الحياه بمنطق انساني,يدعو الشاعر للاستمتاع بالحياة بعقلانية وإنسانية رغم هموم الشعر,ي,غير محسوم,,غير محسومة,غير محسومة,"[{""name"":""الهاجس"",""relation"":""مُخاطَب""},{""name"":""المخاطب"",""relation"":""شخص""}]","[""أمل"",""حكمة""]",[],[],"[""الشعر"",""حضوره"",""دعنا"",""نعيش"",""إنساني""]",معاصر
231,3125,وجه الحياه الثاني,وجه الحياه السعيده فيه مرتعنا      لكن وجه الحياه الثاني الثاني,يوضح وجود وجهين للحياة؛ السعيد والحزين المتقلب المعاناة,ي,غير محسوم,,غير محسومة,غير محسومة,[],"[""حنين"",""شوق"",""حزن""]",[],[],[],معاصر
231,3126,وجه الحياه الثاني,حزين و الحزن عمره ما يروعنا      لو كان ابكي عباد الله و ابكاني,يؤكد أن الحزن جزء من الحياة ولا يخيفهم حتى لو أبكاهم,ي,غير محسوم,,غير محسومة,غير محسومة,"[{""name"":""عباد الله"",""relation"":""عام""}]","[""حزن"",""ألم""]",[],[],"[""بكاء"",""تأثر""]",معاصر
231,3127,وجه الحياه الثاني,نعاني اليوم لين يسيل مدمعنا      و بعدين نفرح و نرجع بكره نعاني,يصف دورات الألم والفرح المستمرة في حياة الإنسان,ي,غير محسوم,,غير محسومة,غير محسومة,[],"[""حزن"",""أمل"",""تأمل""]",[],[],[],معاصر
231,3128,وجه الحياه الثاني,و هكذا لين دنيانا تودعنا      ما فيه انسان عاش ف دنيته هاني,يشير إلى أن الحياة مليئة بالمعاناة ولا يعيش فيها أحد بسلام,ي,غير محسوم,,غير محسومة,غير محسومة,"[{""name"":""الإنسان"",""relation"":""عام""}]","[""حزن"",""تأمل"",""واقعية""]","[{""name"":""دنياه"",""type"":""طبيعة""}]",[],"[""الحياة"",""المعاناة"",""عدم السعادة""]",معاصر
231,3129,وجه الحياه الثاني,ياما مع من تولع حن تولعنا      وياما عسفنا صعيب الخيل بعناني,يتحدث عن تجارب العشق ومرارة الألم ومواجهتهما بشجاعة,ي,غير محسوم,,غير محسومة,غير محسومة,"[{""name"":""المتكلم"",""relation"":""المُتكلّم""},{""name"":""عسفنا"",""relation"":""فاعل""},{""name"":""الخيل"",""relation"":""مجموعة""}]","[""حب"",""تأمل""]",[],[],"[""تولع"",""حن"",""عسف"",""صعوبة"",""شجاعة"",""عنف"",""عناني""]",معاصر
231,3130,وجه الحياه الثاني,سوق الغلا كم شرينا به و كم بعنا      و كم ليله بات قلب الشوق نشواني,يصف تقلبات الحب ومواقف الشوق التي تختبر القلب,ي,غير محسوم,,غير محسومة,غير محسومة,"[{""name"":""قلب"",""relation"":""جزء من النفس""}]","[""شوق"",""حزن"",""حب""]","[{""name"":""سوق الغلا"",""type"":""معلم""}]",[],"[""الشوق"",""نشواني""]",معاصر
231,3131,وجه الحياه الثاني,ارجوك من جوهم الوقت طلعنا      نبغي نعيش الحياه بحب و اماني,يتمنى الخروج من ضغوط الزمن ليعيش بالحب والأمل,ي,غير محسوم,,غير محسومة,غير محسومة,"[{""name"":""المخاطب"",""relation"":""شخص""},{""name"":""المُتكلّم"",""relation"":""المُتكلّم""}]","[""حب"",""أمل""]",[],[],"[""الوقت"",""الجو"",""طلب"",""رغبة"",""حب"",""أمان""]",معاصر
231,3132,وجه الحياه الثاني,جمهوري يقول: يا (حمدان) سمعنا      اقطف لنا ورده من كل بستاني,يرد على طلب جمهوره بنقل أجمل معاني الشعر من كل مكان,ي,غير محسوم,,غير محسومة,غير محسومة,"[{""name"":""جمهور"",""relation"":""جماعة""},{""name"":""حمدان"",""relation"":""اسم""}]","[""حب"",""امتنان"",""حماس""]",[],[],"[""استجابة"",""نداء"",""المُتكلّم"",""شاعر""]",معاصر
231,3133,وجه الحياه الثاني,اللي عليك انك بشعرك تمتعنا      و اللي علينا نغنيها بالالحاني,يتعهد بإمتاع الجمهور بشعره وبتلحينه الأغاني الجميلة,ي,غير محسوم,,غير محسومة,غير محسومة,"[{""name"":""حمدان"",""relation"":""المتكلّم""},{""name"":""الجمهور"",""relation"":""جماعة""}]","[""سعادة"",""إعجاب""]",[],[],"[""شعر"",""تمتع"",""استماع"",""إلهام""]",معاصر
231,3134,وجه الحياه الثاني,و انا بشعر احاسيسه تجمعنا      بهدي علي شان جمهوري يترياني,يشرح كيف يجمع شعره بين الأحاسيس لتلبية رغبات جمهوره,ن,غير محسوم,الياء,فتحة,مقيدة,"[{""name"":""حمدان"",""relation"":""المُتكلّم""},{""name"":""علي"",""relation"":""شخص""},{""name"":""الجمهور"",""relation"":""جماعة""}]","[""حب"",""تواصل""]",[],[],"[""شعر"",""إحساس"",""تجمع"",""حُسن النية"",""التوجيه"",""تقدير"",""متابعة""]",معاصر
231,3135,وجه الحياه الثاني,اخر قصيده مسويها علي معني      ضمنتها ما حوي فكري و وجداني,يقدم آخر قصيدة تحمل كل أفكاره ومشاعره العميقة,ن,غير محسوم,الياء,فتحة,مقيدة,"[{""name"":""حمدان"",""relation"":""المتكلّم""}]","[""حب"",""وجد"",""تعبير""]",[],[],"[""قصيدة"",""معنى"",""فكر"",""وجداني""]",معاصر
231,3136,وجه الحياه الثاني,ليه نتزاحم و ارض الله تاسعنا      ليه نتخاصم مدام ان العمر فاني,يتساءل عن جدوى الخلافات وسط اتساع الدنيا وفناء الحياة,ن,غير محسوم,الياء,فتحة,مقيدة,[],"[""تأمل"",""سؤال"",""تسامح""]","[{""name"":""أرض الله"",""type"":""طبيعة""}]",[],[],معاصر
231,3137,وجه الحياه الثاني,اللي وقف ضدنا و اللي وقف معنا      نظل مهما حصل ربع و خلاني,يؤكد على وحدة القرابة مهما اختلفت المواقف والآراء,ن,غير محسوم,الياء,فتحة,مقيدة,"[{""name"":""الواقف ضدنا"",""relation"":""خصم""},{""name"":""الواقف معنا"",""relation"":""نصير""},{""name"":""الربع"",""relation"":""جماعة""}]","[""تأمل"",""وئام"",""ثبات""]",[],[],"[""مساند"",""خلاني""]",معاصر
231,3138,وجه الحياه الثاني,حنا اعتصمنا بحبل الله و لا طعنا      في ديننا و الوطن نزعات شيطاني,يشدد على التمسك بالدين والوطن ضد تأثير الشر والفتن,ن,غير محسوم,الياء,فتحة,مقيدة,"[{""name"":""حنا"",""relation"":""جماعة""}]","[""حب"",""فخر"",""ثقة""]","[{""name"":""ديننا"",""type"":""ثقافة""},{""name"":""الوطن"",""type"":""ثقافة""}]",[],"[""رجل"",""اعتصام"",""دين"",""وطني""]",معاصر
231,3139,وجه الحياه الثاني,باعوا وطنهم هل الفتنه و لا بعنا      الا صداقه من يبيعون الاوطاني,يدين الذين خانوا وطنهم ويؤكد أنهم فقدوا الصداقة الحقيقية,ن,غير محسوم,الياء,فتحة,مقيدة,"[{""name"":""الذين باعوا وطنهم"",""relation"":""خائنون""},{""name"":""يبيعون الأوطان"",""relation"":""خائنون""}]","[""غضب"",""حزن""]","[{""name"":""الوطن"",""type"":""ثقافة""}]",[],"[""فتنة"",""خيانة"",""عدم وفاء""]",معاصر
231,3140,وجه الحياه الثاني,حنا رجال مع العالم تواضعنا      يشهد لنا القاصي و يشهد لنا الداني,يفتخر بتواضعهم أمام العالم وشهادة الجميع لهم,ن,غير محسوم,الياء,فتحة,مقيدة,"[{""name"":""حنا"",""relation"":""جماعة""}]","[""فخر"",""اعتزاز""]",[],[],"[""رجال"",""تواضع"",""اعتراف""]",معاصر
231,3141,وجه الحياه الثاني,و حنا رجال بفضل الله ما جعنا      في دارنا بل ونشبع كل جيعاني,يؤكد أنهم بقوة الله لم يصبحوا ضعفاء بل يشبعون المحتاجين,ن,غير محسوم,الياء,فتحة,مقيدة,"[{""name"":""حنا"",""relation"":""جماعة""},{""name"":""الجياع"",""relation"":""مجموعة""}]","[""فخر"",""كرم"",""عطاء""]","[{""name"":""دارنا"",""type"":""معلم""}]",[],"[""رجال"",""فضل"",""عطاء"",""إشباع""]",معاصر
231,3142,وجه الحياه الثاني,حنا رجال علي القمه تربعنا      و ياكد انجازنا ما قاله لساني,يعلن عن مكانتهم العالية وأن إنجازاتهم ثابتة وواضحة,ن,غير محسوم,الياء,فتحة,مقيدة,"[{""name"":""حنا"",""relation"":""جماعة""}]","[""فخر"",""إنجاز""]",[],[],"[""رجال"",""قمة"",""تربع"",""إنجاز""]",معاصر
231,3143,وجه الحياه الثاني,عن التقدم لا يمكن شي يردعنا      هذي قناعات (زايد) بن نهياني,يشدد على أن التقدم لا يمكن إيقافه بقناعات زايد بن نهياني,ن,غير محسوم,الياء,فتحة,مقيدة,"[{""name"":""زايد بن نهيان"",""relation"":""شخصية معروفة""}]","[""ثقة"",""عزم"",""فخر""]",[],[],"[""قناعات"",""تقدم"",""شجاعة""]",معاصر
232,3144,انا والبواخر ..,يحن خفاقي لا شفت البواخر      تعدت الشاطي وغابت في الامواج,يصف خفقان قلبه عند رؤية السفن التي تبحر وتختفي في الأمواج.,ج,الرجز,,فتحة,مقيدة,[],"[""حنين"",""شوق""]","[{""name"":""الشاطئ"",""type"":""طبيعة""},{""name"":""الأمواج"",""type"":""طبيعة""}]",[],[],معاصر
232,3145,انا والبواخر ..,تبحث علي لءلء طبيعي وفاخر      يزهي نحر من هو يحب التغناج,البحث عن جوهرة طبيعية وفاخرة تبهج من يحب التفاخر.,ج,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المخاطب""}]","[""حب"",""أمل""]",[],[],"[""محب"",""وفاء"",""طبيعي"",""فاخر""]",معاصر
232,3146,انا والبواخر ..,والعود الازرق لا احترق في المباخر      ما يشبه الا ريحه العذب لا فاج,يشبّه العود الأزرق برائحة عذبة تبعث السكينة.,ج,الرجز,,فتحة,مقيدة,[],"[""حب"",""امتنان""]",[],[],[],معاصر
232,3147,انا والبواخر ..,واليوم ينظر لي بمنظور ساخر      كنه يريد يسبب لقلبي احراج,يشعر بالسخرية والإحراج من نظرته اليوم له.,ج,الرجز,,فتحة,مقيدة,"[{""name"":""هو"",""relation"":""المخاطب""}]","[""غضب"",""إحراج""]",[],[],"[""ساخر"",""مسبب إحراج""]",معاصر
232,3148,انا والبواخر ..,ياللي بدا وصلك معاي يتباخر      لا ترتجي من صاحبك ضحكه حجاج,يحذر من التفاخر والوهم في العلاقة وعدم توقع المساعدة من الصديق.,ج,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المخاطب""}]","[""نصح"",""حذر""]",[],[],"[""بدا وصلك"",""صاحبك"",""ضحكة""]",معاصر
232,3149,انا والبواخر ..,سوس الهجر في عظم الاشواق ناخر      والحزن في روض المحبين دواج,يوضح أثر الهجر على شوقه والعذاب في قلوب المحبين.,ج,الرجز,,فتحة,مقيدة,[],"[""حزن"",""ألم""]","[{""name"":""روض المحبين"",""type"":""طبيعة""}]",[],[],معاصر
232,3150,انا والبواخر ..,من التغطرس ، والكبر ، والتفاخر      ما جبت لجروحي من فراقك علاج,أن الكبرياء والتفاخر لم يداوِ جراح الفراق.,ج,الرجز,,فتحة,مقيدة,[],"[""حزن"",""يأس""]",[],[],[],معاصر
232,3151,انا والبواخر ..,علي كثر ما كنت يا زين ذاخر      في مملكه قلبي لك العرش والتاج,يعبر عن مكانة المحب في قلبه كملك يحمل العرش والتاج.,ج,الرجز,,فتحة,مقيدة,"[{""name"":""زين"",""relation"":""المخاطب""}]","[""حب"",""فخر""]","[{""name"":""مملكة القلب"",""type"":""ثقافة""}]",[],"[""مالك العرش"",""ملك القلب"",""تاج""]",معاصر
232,3152,انا والبواخر ..,من قلب بالشيمه وبالعزم زاخر      اقفيت و انا عالي مثل الابراج,يفتخر بالقوة والعزيمة التي رفعت مكانته كالأبراج العالية.,ج,الرجز,,فتحة,مقيدة,"[{""name"":""القائل"",""relation"":""المتحدث""}]","[""فخر"",""حزم""]","[{""name"":""الأبراج"",""type"":""معلم""}]",[],"[""عالي"",""شيم"",""عزم""]",معاصر
232,3153,انا والبواخر ..,والله لو انك اول انسان ، واخر ..      انسان .. ما احتاجك ولو كنت محتاج,يؤكد استقلاله ورغبة عدم اعتماد على من يحب رغم الحاجة.,ج,الرجز,,فتحة,مقيدة,"[{""name"":""أنت"",""relation"":""المخاطب""},{""name"":""القائل"",""relation"":""المتكلم""}]","[""عزة نفس"",""رفض""]",[],[],"[""أول إنسان"",""آخر إنسان"",""غير محتاج""]",معاصر
233,3154,قبر الشهيد,يا ريس الدوله يابوراشد يابو خالد وازيد      يا شيوخنا في كل شبر من ثري هذا الوطن,مدح لقادة الوطن وشيوخه في كل أرضه الغنية,ن,المتقارب,,فتحة,مقيدة,"[{""name"":""رئيس الدولة"",""relation"":""القائد""}]","[""فخر"",""حب"",""اعتزاز""]","[{""name"":""الوطن"",""type"":""ثقافة""}]",[],"[""يابوراشد"",""يابو خالد"",""شيوخنا""]",معاصر
233,3155,قبر الشهيد,يا شعبنا ياللي عن دروب الكرامه ما يحيد      بقول كلمه بالنيابه عن مشاعركم لمن,كلمة نيابة عن شعب يحافظ على كرامته وثباته,ن,المتقارب,,فتحة,مقيدة,"[{""name"":""الشعب"",""relation"":""الجماعة""}]","[""فخر"",""حب"",""اعتزاز""]",[],[],"[""شعبنا""]",معاصر
233,3156,قبر الشهيد,يحسب انا نرهب من الموت ونخاف الوعيد      حنا رجال المعركه والسيف والرمح الاسن,تأكيد الشجاعة وعدم الخوف من الموت أو التهديد,ن,المتقارب,,فتحة,مقيدة,"[{""name"":""رجال المعركة"",""relation"":""جنود""}]","[""عزم"",""فخر"",""شجاعة""]",[],[],"[""رجال"",""المعركة"",""السيف"",""الرمح""]",معاصر
233,3157,قبر الشهيد,نموت والرايه ترفرف والعدو حاله زهيد      مثل شهداء الوطن والعزه اللي لا و لن,استعداد للموت دفاعاً عن الوطن وراية العزة مرتفعة,ن,المتقارب,,فتحة,مقيدة,"[{""name"":""شهداء الوطن"",""relation"":""الشهداء""}]","[""شجاعة"",""فخر"",""إباء""]","[{""name"":""الوطن"",""type"":""ثقافة""}]",[],"[""شهداء الوطن"",""العزة""]",معاصر
233,3158,قبر الشهيد,ننسي مواقفهم وما خطوه من دم الوريد      من مجد في يوم له الحاسد رغم انفه ذعن,وفاء لشهداء الوطن واعتزاز بالتضحيات التي قدموها,ن,المتقارب,,فتحة,مقيدة,"[{""name"":""شهداء الوطن"",""relation"":""الشهداء""}]","[""امتنان"",""فخر""]",[],[],"[""مواقف"",""دَم الوريد""]",معاصر
233,3159,قبر الشهيد,حنا نجيد نحقق الانجاز بالفكر ونجيد      نردع هل الفتنه يالين تحيد عن درب الفتن,العمل بالفكر والقوة لمواجهة الفتن وحماية الطريق الصحيح,ن,المتقارب,,فتحة,مقيدة,"[{""name"":""الشعراء"",""relation"":""الجماعة""}]","[""فخر"",""عزم""]",[],[],"[""نحقق"",""إنجاز"",""فكر""]",معاصر
233,3160,قبر الشهيد,الهمه العليا لنا والعزم والراي الحميد      ونقدم الفزعه لوجه الله ولا نرجي ثمن,عزيمة وإرادة لتقديم المساعدة دون انتظار مقابل,ن,المتقارب,,فتحة,مقيدة,"[{""name"":""الفزعة"",""relation"":""جماعة""}]","[""عزم"",""حب""]",[],[],"[""همة"",""عزم"",""فزعة""]",معاصر
233,3161,قبر الشهيد,في كل يوم لو فقدنا من اشاوسنا فقيد      ما ننتهي ولو نهايه دربنا قبر و كفن,الثبات رغم فقدان الأبطال والاستعداد للموت في سبيل الوطن,ن,المتقارب,,فتحة,مقيدة,"[{""name"":""أشبال الوطن"",""relation"":""أبناء الوطن""}]","[""فخر"",""صبر""]",[],[],"[""فُقدان"",""أشبال"",""درب"",""قبر"",""كفن""]",معاصر
233,3162,قبر الشهيد,نرمي بقلب من حجر ، نبطش بسيف من حديد      والنصر باذن الله وثم بعيال (زايد) ينضمن,القتال بقوة والعزم على النصر بدعم الله وأبناء زايد,ن,المتقارب,,فتحة,مقيدة,"[{""name"":""رجال القتال"",""relation"":""محاربون""},{""name"":""زايد"",""relation"":""القائد""}]","[""شجاعة"",""عزم"",""أمل""]",[],[],"[""قلب حجر"",""سيف حديد"",""النصر"",""أبناء زايد"",""ذرية""]",معاصر
233,3163,قبر الشهيد,والشعر في حب الوطن يضحك حجاجه كل عيد      وشلون ما يعقد حجاجه للوطن وقت المحن,اعتزاز بالشعر الوطني الذي يزدهر خاصة في أوقات المحن,ن,المتقارب,,فتحة,مقيدة,"[{""name"":""الشعراء"",""relation"":""جماعة""}]","[""حب"",""فرح"",""إباء""]","[{""name"":""الوطن"",""type"":""ثقافة""}]",[],"[""شعر"",""حب الوطن"",""عيد""]",معاصر
233,3164,قبر الشهيد,لو كان ما يقدر يلامس بركم جزل القصيد      ياللي علي فرقاكم قلوب العرب ضاقت حزن,حزن العرب على فراق الشهداء رغم عجز الشعر عن التعبير,ن,غير محسوم,,فتحة,مقيدة,"[{""name"":""العرب"",""relation"":""الشعوب""}]","[""حزن"",""ألم"",""حسرة""]",[],[],"[""قلوب ضاقت"",""حزن""]",معاصر
233,3165,قبر الشهيد,لكن مشاعرنا لكم ذابت كما ذاب الجليد      اعزف يا هاجوس الشعر هاليوم من فكري لحن,ذوبان المشاعر وحزن الشعراء يعزفون لحن الوفاء,ن,غير محسوم,,فتحة,مقيدة,"[{""name"":""الهاجوس"",""relation"":""شاعر""}]","[""حب"",""شوق"",""وجد""]",[],[],"[""عزف"",""شعر"",""لحن""]",معاصر
233,3166,قبر الشهيد,لكم جموع الشعر ترفع رايه المجد التليد      وافعالكم بالفخر تسمو في البوادي والمدن,رفع العلم ومجد الأعمال البطولية في المدن والبادية,ن,غير محسوم,,فتحة,مقيدة,"[{""name"":""جموع الشعر"",""relation"":""شعراء""}]","[""فخر"",""حب"",""اعتزاز""]","[{""name"":""البوادي"",""type"":""طبيعة""},{""name"":""المدن"",""type"":""طبيعة""}]",[],"[""رفع راية المجد"",""أفعال بالفخر""]",معاصر
233,3167,قبر الشهيد,والشعب في (صنعاء) يعزينا وهو ليس الوحيد      لكن بكت (مارب) عليكم وانزلت دمعه (عدن),تعزية الشعب اليمني في صنعاء ومأرب وعدن على الشهداء,ن,غير محسوم,,فتحة,مقيدة,"[{""name"":""الشعب في صنعاء"",""relation"":""جماعة""}]","[""عزاء"",""حزن""]","[{""name"":""صنعاء"",""type"":""مدينة""},{""name"":""مارب"",""type"":""مدينة""},{""name"":""عدن"",""type"":""مدينة""}]",[],"[""تعزية""]",معاصر
233,3168,قبر الشهيد,علي ما قدمتوا من الاقدام والباس الشديد      حتي استطعتوا ترجعون البسمه لشعب (اليمن),تقديم شجاعة وبسالة أعادت البسمة لشعب اليمن,ن,غير محسوم,,فتحة,مقيدة,"[{""name"":""شعب اليمن"",""relation"":""الجماعة""}]","[""فخر"",""حب"",""امتنان""]","[{""name"":""اليمن"",""type"":""دولة""}]",[],"[""ابتسامة"",""صمود""]",معاصر
233,3169,قبر الشهيد,واصبح بعد فضل الله بوقفاتكم شعب سعيد      واسقيتموا اهل الغدر كاس المذله والغبن,وقفات الشجعان أوجدت سعادة الشعب وهزيمة الغدر,ن,غير محسوم,,فتحة,مقيدة,"[{""name"":""الشعب"",""relation"":""الجماعة""}]","[""فرح"",""فخر""]","[{""name"":""الغدر"",""type"":""ثقافة""}]",[],"[""سعيد""]",معاصر
233,3170,قبر الشهيد,ضفتوا علي المجد القديم لداركم مجد جديد      ولم تلين عزومكم ولا شكيتوا من وهن,إضافة مجد جديد للوطن مع ثبات العزيمة وعدم الانكسار,ن,غير محسوم,,فتحة,مقيدة,"[{""name"":""أهل الوطن"",""relation"":""الجماعة""}]","[""فخر"",""عزم""]",[],[],"[""مجد"",""عزيمة"",""صمود""]",معاصر
233,3171,قبر الشهيد,هنيكم في جنه الفردوس بالعيش الرغيد      كما يقول الله لنا ، وايضا كما قد صح عن,تهنئة الشهداء بالجنة والعيش الهنيء كما وعد الله,ن,غير محسوم,,فتحة,مقيدة,[],"[""أمل"",""حب"",""رضا""]","[{""name"":""جنة الفردوس"",""type"":""ثقافة""}]",[],[],معاصر
233,3172,قبر الشهيد,نبينا نقلا عن اصحابه هل النهج الرشيد      وهذه خير الادله في الكتاب و السنن,تأكيد أن هذا طريق رشيد ومستند إلى الكتاب والسنة,ن,غير محسوم,,فتحة,مقيدة,"[{""name"":""النبي محمد"",""relation"":""رسول""}]","[""حكمة"",""دين""]",[],[],"[""النبي"",""أصحابه""]",معاصر
233,3173,قبر الشهيد,واعزي اهل المملكه واهل المنامه واستعيد      ما قال (زايد) باننا واحد في حرب او في امن,تعزية لأهل المملكة والمنامة وتأكيد الوحدة بين الشعوب,ن,غير محسوم,,فتحة,مقيدة,"[{""name"":""أهل المملكة"",""relation"":""جماعة""},{""name"":""أهل المنامة"",""relation"":""جماعة""},{""name"":""زايد"",""relation"":""قائد""}]","[""تكريم"",""وفاء"",""وحدة""]","[{""name"":""المملكة"",""type"":""دولة""},{""name"":""المنامة"",""type"":""مدينة""}]",[],"[""وحدة"",""حرب"",""أمن""]",معاصر
233,3174,قبر الشهيد,لبلادكم سطرتوا الامجاد بالفعل المجيد      تفاخري يا امه الاسلام واشهد يا زمن,فخر الأمة الإسلامية بإنجازات الشهداء المجيدة,ن,المتقارب,,سكون,مقيدة,"[{""name"":""الأمة الإسلامية"",""relation"":""جماعة""}]","[""فخر"",""اعتزاز"",""حب""]",[],[],"[""تفخري"",""أمة الإسلام""]",معاصر
233,3175,قبر الشهيد,اشرف قبر بعد الرسل والانبيا قبر الشهيد      واعز وانبل تضحيه ما قدمت لاجل الوطن,تقدير أسمى لتضحيات الشهداء التي تلي قبور الأنبياء,ن,المتقارب,,سكون,مقيدة,"[{""name"":""الشهيد"",""relation"":""شهيد""}]","[""فخر"",""تكريم"",""تقدير""]",[],[],"[""شرف"",""تضحية"",""فداء"",""الوطن""]",معاصر
234,3176,كلمه اخي,سالت دموع احمد حفيد اللي لهم طيب وجاه      قلت الدموع تترجم اللي مستحيل يترجمه,دموع أحمد تعبر عن مشاعر لا يمكن للكلمات وصفها.,ه,غير محسوم,,فتحة,مقيدة,"[{""name"":""أحمد"",""relation"":""شخص""}]","[""حزن"",""ألم""]",[],[],"[""دموع"",""حفيد"",""طيب"",""جاه""]",معاصر
234,3177,كلمه اخي,هاجوس شاعر لو تناقل شعره كبار الرواه      بعض المواقف يستحي عن وصفها حبر قلمه,هاجوس شاعر يختار السكوت أمام بعض المواقف المؤلمة.,ه,غير محسوم,,فتحة,مقيدة,"[{""name"":""هاجوس"",""relation"":""شاعر""},{""name"":""الرواة"",""relation"":""جماعة""}]","[""فخر"",""امتنان"",""تأمل""]",[],[],"[""شاعر"",""شعره"",""كبار الرواة"",""حبر قلمه""]",معاصر
234,3178,كلمه اخي,والله يا احمد لو تعرف الصدر هذا وش وراه      وراه حزن لو بغيت اكتمه وشلون اكتمه,يحمل صدر أحمد حزنًا عميقًا لا يمكن كتمانه.,ه,غير محسوم,,فتحة,مقيدة,"[{""name"":""أحمد"",""relation"":""شخص""}]","[""حزن"",""ألم""]",[],[],"[""الصدر"",""حزن""]",معاصر
234,3179,كلمه اخي,حزني علي راشد هو اغلي حزن وانا من نباه      الطيب اوصيت العيون انها بدمعي تكرمه,الحزن على راشد أغلى الأحزان وهو محل تقدير ودموع.,ه,غير محسوم,,فتحة,مقيدة,"[{""name"":""راشد"",""relation"":""شخص""},{""name"":""أنا"",""relation"":""متكلم""}]","[""حزن"",""شوق""]",[],[],"[""حزن"",""غالي"",""نباه"",""طيبة""]",معاصر
