poem_id,Title_cleaned,Poem_line_cleaned
248,الحزن راحه,"ياللي تقول ان الصراحه شعارك      طبق علي نفسك نظام الصراحه
الناس ما يمشي عليها قرارك      بعض الصراحه تعتبرها وقاحه
ومن دور لشورك عسي لا استشارك      شورك يكون اكبر سبب لارتياحه
لا تنتحر لا ضقت لان انتحارك      جريمه ف دين الهدي والسماحه
فالضحك راحه بس احب اتدارك      واعلمك ان الحزن فيه راحه
لذا في قلبك ه الثنين تشارك      منهم تري ما للخفوق استراحه
من كثره افراحه في عيد مبارك      يوم الحزن لابد تكثر جراحه
قبل يضيع العمر ، حدد مسارك      ما زالت الفرصه امامك متاحه
لو ان همومك فالضمير تعارك      دع للتفاءل في ضميرك مساحه
شف سوريا بعد السياحه معارك      والبوسنه بعد المعارك سياحه"
249,صاحب الهجر,"يا صاحب الهجر هجرك ويش سوي بي      ويلك من الله ترفق في عباد الله
نحلت عظامي من الهجران و ثيابي      لو تستر الجسم ماهي تستر العله
بكره توقف من اللهفه علي بابي      نفسك من الشوق والحرمان منتله
لو تفقد اعصابك انا ماسك اعصابي      ذق ما يذوقه حبيبا كان متوله
عتاب قلبي علي الهجران وعتابي      عليك يا بو رموش وقذله حله
لا تسال الناس عني لانك ادرابي      ولا تذكر الشوق لا كثره ولا قله
ان كان قلبك الي من جيت هلابي      بعد البطا ف انت قلبي كنت محتله
اعطيتني بعد ودك لكن الغابي      اعطيته لشخص ما يستاهله والله
با سامحك يالغلا والشوق غلابي      غدرت بي بعد ما خذت الغلا كله
بعلمك عن سبب واحد من اسبابي      يدعو الي الحزن واللي يسالك قله
ما زود الحزن الا غدر الاصحابي      يا ليت قلبي حجر او ليتهم قله
هاجر يا اول غرامي واخر احبابي      انا عزيز ما يرضي حبه يذله
سيفي يقص الحجر من قو مضرابي      لكن انا للضعافي ماني اسله"
250,ميلاد ابوخالد,"يوم ميلاد ابوخالد نصير الدين      انولد فيه نخوه قبل يولد شيخ
اربع اركان في هاليوم محتفلين      الفخر والوفا والعز والتاريخ
له صفات ماهي توجد مع الحيين      من يعارض علي يستاهل التوبيخ
كن ابوخالد الله يحفظه من عين      حاسده قادم من كوكب المريخ"
251,مفهوم,"ياليل ياللي في سماك نجوم      ياصاحب الولهان والمهموم
عرفتني والا ما زلت مشبه      نعم انا حمدان ابن مكتوم
اللي فهم اكثر شعور العالم      وهو شعوره ماهو بمفهوم
يحب يكسب هيبته بذراعه      مايحب يكسبها بحب خشوم
صارت عيوني تستلذ السهره      وعيون غيري تستلذ النوم
فان ظننت ان السبب من غالي      جذب فءادي عوده المبروم
اقول ظنك غير ظني .. لكن      تراك عندي غالي ومحشوم
لو كنت مسقوم من اللي حبه      بين الحنايا ، قلت لك مسقوم
انا سهرتك والسهر يغريني      عندي من احداث الزمان علوم
ترجمتها لك في قصيده شاعر      حسب قوانين الشعر محكوم
وانا علي نظم الشعر من صغري      غير البيوت النادره ما اروم
تغريني الافكار واجمل فكره      تلامس اللي في الصدر مكتوم
ارسم طريق القافيه والمعني      رسم الطريق الواضح المعلوم
والشاعر اللي يدعمه جمهوره      تلقاه دايم بالنصر مدعوم
دارت رحي حربي مع ايامي      حاربتها وانا معاي سهوم
الصبر والايمان ان المءمن      لابد له من يومه المحتوم
عندي امل بالنصر لو قلتوا لي      تري النتيجه وضعها محسوم
ويا منافسيني في بقاع الدنيا      عن الحسد والكبرياء اشوم
روحي رياضيه وقلبي صافي      انا في كوم وحاسدي في كوم
اهني الفايز علي وارفع له      كفي وارحب فيه في المرموم
واللي ماهو ملزوم في تقديري      انا في تقديره تري ملزوم
وان كانت النخوه معه معدومه      طيبي في راسي ماهو بمعدوم
اعامله باخلاقي اللي كانت      مشهوره عن جدي المرحوم
لو كل طير في جناحه ريشه      اهل الصقاره تعرف الصيروم
وتميزه عن غيره من اوصافه      لو كلها فوق الجبال تحوم
ان شافته ماتلتفت في غيره      وان سامته قامت تزيد السوم
ويازارعين الثوم في بستان      عشبه خضر لاتزرعون الثوم
الناس تعشق نفحه الريحانه      والفل والياسمين والمشموم
وصيه القايد لابن القايد      اللي يكررها زمانه دوم
ماهو مهم انه يطيح الفارس      مليون مره من طعون القوم
لو لم يكن فارس ماجاته طعنه      بس المهم انه يعرف يقوم
وانا عزومي ماتعرف الطيحه      عندي من الصدمات قو عزوم
اللي يحسب ان دمعتي من عيني      باتطيح ، قولوا له عليه اللوم
لو نفرض انها طاحت من عيوني      تراي واقف وقفه الشغموم
من الغيوم تطيح قطره قطره      لكن ماشفنا تطيح غيوم
لله رحمه تكفي اهل الدنيا      من يوم ادم لين هذا اليوم
فاليرتجي رحمته من يرجوها      والمنحرم منها هو المحروم
لا شفت لك انسان معطي نعمه      لاتحسده في رزقه المقسوم
ولا تسب الوقت ، ولا حظك      وتزم خشمك مايفيد الزوم
يوم عليك ويوم لك والدنيا      ماترحم الخادم ولا المخدوم
لو تنصر الظالم علي من يظلم      ياويلك من الواحد القيوم
من دعوه المظلوم قل للظالم      يحذر ، لان ربي مع المظلوم
ولا تعاتب كل شخص بزله      الناس مافيهم حد معصوم
الا نبي الامه اللي دينه      هدم صنم كسري وذل الروم
واهل الخيانه والغدر والفتنه      اللي يجاملها تري ماثوم
لو انها بهدوم بين العالم      كانها تمشي بدون هدوم
وهذه رسالتي لاصحابي      واعداءي اللي فكرهم مسموم
ارسلتها عبر البريد العاجل      يوم اكملت في ظرفها المختوم
ولا كشفت اللي يدور ف خلدي      لكن كشفت الواقع المشءوم
هل الكلام اللي اقوله واضح ؟      مفهوم .. والا ماهو بمفهوم ؟"
252,عام زايد,"شهرين وانا قافل باب الالهام      اللي بنات افكار شعري بناته
ايلين ريس دولتي عبر الاعلام      وصي ونحنا مانضيع وصاته
خبر مهم و اصدره قايد هام      خلي هجوسي ينتشي من سباته
وان جاته الفكره مثل عذب الانسام      لابد يفتح باب فكره لا جاته
الصحف ماجفت وياكثر الاقلام      اللي حبرها تعجبك مفرداته
الخالد بذكره لو تمر الايام      يحصد في موته مازرع في حياته
زايد هو التاريخ واسال مءه عام      وتعلمك عن مجده و منجزاته
شعب العرب من حنكته صار قدام      لو حي حقق له جميع امنياته
في الشرق حكام وفي الغرب حكام      ولا احد منهم مسوي سواته
الناس منقسمه الي عده اقسام      لون و لغه ولكل واحد صلاته
الا علي زايد ولو كانوا خصام      قد اجمعوا انه فريد بصفاته
وانه رقم صعب رغم كثر الارقام      ومن الصفات الله فرد له صفاته
تاريخ الامجاد الذي ماهو اوهام      فعول زايد بثها في قناته
عز العروبه ناصر دين الاسلام      خيره علي شعبه من اربع جهاته
وايضا علي كل الارامل والايتام      يعطي ولا يخبر احد بعطياته
لو قللوا من قيمته بعض الاقزام      ذكره يتعبهم وهو في رفاته
يطيح من يبغي ينافسه وان قام      يطيح واقول له بليا شماته
ف قلوب شعبه زايد الخالد وسام      وقدام سيفه نفتخر في عصاته
سبع الامارات اصبحت خير وانعام      واضحت وطن بين الدول له ثباته
وحده زايد بالسياسه والاحكام      وهو قبل زايد يعاني شتاته
اللي جمعنا من حياه التشرذام      غلاه جمعنا بعد في مماته
المستحيل يحققه قبل الاحلام      تفاخروا .. ياعياله و يا بناته"
253,الطرشه خليه,"مرت ايام القنص حلوه عذيه      في اناسه بين مصباح و رواح
بس فيها نقص يوم امست خليه      من ابو راشد خلت م الانشراح
ليت يا حمدان عن دار قصيه      كنت في الطرشه وساعات المزاح
صيدنا وافر بايام هنيه      والمعاشي والمزاقر والصياح
حلو جو الصيد من صبحه لعشيه      وعندك و دونك ليالينا ملاح
والخوي دايم تري يدور خويه      عاده اهل المعرفه واهل الفلاح
وفوق هذا ف العيون البابليه      صادت الصياد ما فاد السلاح
لو حضرت ان كان بتحل القضيه      وكان ما بيفوز لي لابس وشاح"
254,تامر عليه,"مرحبا باللي علي مرسل هديه      والوفا من بيني و بينه متاح
سيدي شاعر ونفسه شاعريه      والمولع بالقوافي ما استراح
ولد راشد له عزوم زايديه      برق عزه في غيوم الطيب لاح
كل ماهد الصقور الصيرميه      كن له معها مخاليب وجناح
القنص لو كانت ايامه شقيه      لذته ف النفس تجلب الارتياح
وانت يارمز الفخر تامر عليه      وان حصل مني خطا منك السماح
والغزال اللي لعينه جاذبيه      نظرته فيها من السحر المباح
عادتك صيده بليا بندقيه      لو ف عينه مثلما ضرب الرماح"
255,زبون الصبر,"من كثره الشعار والمستشعرون      تغطرست الاوراق واغتر الحبر
ما اجهل اللي يحسب ان جر اللحون      يبيض الوجه او يطول ف الشبر
الشاعر الحساس شعره ذو شجون      يصفي معاه الجو لو انه غبر
بعيد ياشعار عن سوء الظنون      ماقلتها من غطرسه ولا كبر
قد تعتبر وجهه نظر يا مبدعون      وربما... وربما لاتعتبر
و يلا ذكرت اللي علي قلبي يمون      عبر جسور الود والحب اعبر
الشوق من وصلك يابو طرف فتون      يكبر مع راعيه لامنه كبر
تري مريض السكري جرحه يهون      شوفك يكفي عن علاجه بالابر
لو الاطباء عن علاجك يعرفون      كان صنعوا منك دوا ف المختبر
صابر علي حبك رغم كثر الطعون      والمشكله حسب الكلام المعتبر
لو كانت القصه صبر.. انا زبون      الصبر والايام للعاقل عبر
القصه الوافي يموت و لايخون      وان الصبر نفسه يبي منا صبر"
256,سمي العود,"الشعر بابه مقفل وان فتحنا بابه      الجبل ننحته والغصن الرطيب نهزه
والمثل يا ضاربينه زان لي مضرابه      ما كذب رجل يقول لكل شي حزه
المكارم في بلدنا والعزيز ترابه      وبشيوخه كل شعبه تفخر ومعتزه
قدم الفنجان يا صبابه لشرابه      واقهر العدوان والراس الخبيث نجزه
للكريم اللي يحسبون الرجال حسابه      وللعزيز اللي علي علوم الردي متنزه
وللشجاع اللي فتل للكايدات اشنابه      شل بيرق ( زايد ) بيمناه حتي رزه
فارس جده صواديف الزمان تهابه      يسبق حصانه خيول القوم لا من لزه
صوب ابن حمدان زايد تاشر السبابه      والعزيز الله بوقفات الشموخ يعزه
مسكنه في قلوبنا مهما يطول غيابه      غاب بالعزه ولا جانا سوي بالعزه
فز فزه سبع في وجه العدو واحزابه      يا سمي العود يا طيبك و حي الفزه"
257,مده وافيه,"اشتقت يا وقتي الفاني لفتره صباي      سامت منك ومن ايامك الجافيه
ذكرت صبحي بطيشه وانبساطه مساي      واخ جروحي من فراقه ماهي شافيه
جفاني الضحك بفراقه وطول جفاي      عن وصل ناس مشاعرها معي دافيه
القلب يغرق جروحي ما يبين خفاي      لكنها في ملامح نظرتي طافيه
اقول لا .. لاحد منكم يدور رجاي      اجبرني الوقت اردد لاءي النافيه
يوم البحر كنت احسبه يوم اطالعه ماي      قبل اسبحه واكتشف اسراره الخافيه
ويوم ان اصابع كفوفي اكثر من اصدقاي      قليل لكن عيوني بالرضا غافيه
لله معطي ولا تحسب يميني عطاي      وافي ولا اقدم الا مده وافيه
انظر لقدام ما اطالع بعيني وراي      اودع المقفيه واستقبل اللافيه
وابني بيوت الشعر واسس قواعد بناي      ماني بمن يبتلش في الوزن والقافيه
واشب ناري وغيري يقتبس من سناي      وامد بالنور ناس نارهم طافيه
واخدم بنفسي قبل لايخدمون اخوياي      وانا لو اشر تكون اشارتي كافيه
ثنتين يقدر بها الانسان يكسب رضاي      البسمه الصادقه والنيه الصافيه
وثنتين دايم تسبب في حياتي شقاي      دمع الفقاري وشكل اقدامه الحافيه
يالله عساني ما اجرب عند ربعي غلاي      واسالك الستر والتوفيق والعافيه"
258,وقفه عرفه,"يالشاعر بذكر الله تزين الابيات      والصدق فيما نزل الله في الايات
وانا بذكر الله و في طاعه الله      سخرت هاجوسي لجل سبك الابيات
كتبت في الطير وهداده وفعله      ومسابقات الريح والعسوجيات
واسهبت في وصف الذلول الاصيله      اللي تحطم تيمها عشر مرات
ومدحت ناس تستحق المدايح      واليوم مدحي غير عن كل ما فات
مدحي لمن تقدس اسمه تعالي      ليس كمثله شي في الماض والات
الامر له من قبل جل جلاله      والامر له من بعد ما يبغي اثبات
فمن يشاء انه يذله .. يذله      ومن يعزه ما يعرف المذلات
يا مجري السحب ومغيث الفيافي      الملك لك والعز في كل الاوقات
يا ذو الجلال الاوحد اللي بذكرك      تدعو جميع الانبياء والرسالات
من هيبتك في قلوب من يعشقونك      المءمنين اهل القلوب التقيات
تسبح بذكرك علي منكب ارضك      وتعظمك لا ناظرت في السماوات
ياللي لجل وجهك نصوم ونصلي      ولولاك ما صمنا ولا به صلوات
يا من اذا جات المضره دعينا      بسمك ولا غيرك يزيل المضرات
والحمد لك عند المسره وشكرك      واجب علي من ينتعم بالمسرات
نرجوك تغفر كل ذنب جنينا      وندعوك ترحمنا بوقفه عرفات
يا ايها الانسان كثر الملذه      تاثر علي الطاعه ، فخف الملذات
واسجد لوجه الله تضرع وخشيه      حتي يزيدك في نعيمه درجات
برعايته يحيطك الله حيا      ويرحمك لامن صرت مابين الاموات"
259,الكبر لله,"يا سيد المال كم نفس معك خانت      والخوف ماهو من الماضي من القادم
والناس لولا تواضع نفسها شانت      مع مراعاه ذا سيد ، و ذا خادم
من قصه ابليس خذ حكمتك لا بانت      كان التغطرس في ذاته عامل هادم
لو كان رفضه لامر الله فقط ، هانت      الله يغفر ذنوب التايب النادم
مشكلته اللي يعاني منها كانت      الكبر .. والكبر لله يا بني ادم"
260,الورده ارتاحت,"اذا طاحت الورده من يدينك اتركها      لانها اذا طاحت من يدينك ارتاحت
واذا طاحت الدمعه من عيونك امسكها      اخاف المقام يطيح معها اذا طاحت
ولا تقتفي لك فرصه ما انت مدركها      تصبر ، تري فرصتك للحين ما تاحت
واذا مرتك فرصه ، وتقدر تملكها      اخذها عوض في فرصه قبلها راحت
غيوم السما وسط السما بيد سامكها      ماهو شرط تمطر لك لو بروقها لاحت
ونفوس الرجال النخوه اللي تحركها      لو صدورها باسرارها ما بعد باحت
الم تعلم ان جدودنا في معاركها      تضحي بالانفس للعفيفه ليا صاحت"
261,قمه الالتحام,"يا اصحابي اللي لكم عندي مكان ومقام      صاحبكم اللي عليكم طولت غيبته
شعوره اللي ف قلبه اصدق من الكلام      اللي ما تصعب علي فكرته تركيبته
بين السياسه واهلها والغلا و الهيام      والاشقر اللي يموت الخرب من هيبته
راحت سنين تتابع عام يتبعه عام      تغرب ورد داره بعد تغريبته
لو تغير ملامح وجهه الابتسام      ما زال يرسم علي وجهه مدي طيبته
يدور السلم لانه من دعاه السلام      والمستريب يعرف وش هو سبب ريبته
لو المصايب كبر ضلع الجبل مايضام      دون الوطن في عيونه تصغر مصيبته
وعيوننا دون حد بلادنا ما تنام      الموت حنا لعين الدار طليبته
وان كان للحرب فنجان فقل للكرام      عيال زايد نهار الحرب شريبته
الشايب يوصي غلامه كذا و الغلام      بالنصر والا الممات معاهد شيبته
الدار شعب وشيوخ ف قمه الالتحام      يسعون للمجد والخايب علي خيبته"
262,هداد,"هداد مالك فرق عن صالي النار      والنار فيها منك و فيك منها
انت اللهب منك علي الخرب لاطار      مثل لهبها والحطب في بطنها
صيدتك ما يحتاج قبر وقبار      ومن ريشها نقدر نسوي كفنها
فيك الوصايف خلت العقل يحتار      مناكبك والعنق والعين كنها
عين السبع لاحده الجوع ثم غار      علي الفريسه وان بغاها ضمنها
واللون فيه من البرد يوم ينهار      من غيمه بطن السما يحتضنها
والصدر كنه خامه احرام زوار      ال مكه اللي من تضايق زبنها
ياطيرنا لو صار فالوقت ماصار      دامك وفي خوتك ما اصد عنها
اما اذا ياطيرنا صرت بوار      ونسيت عشره مانساها زمنها
بقول ماقال الزلامي فالاشعار      ابيعها وابيع حتي ثمنها"
263,شنذاره,"السيف ابو شذره اللي يرهب الغازي      يعجبك في كف من يعطيه مقداره
هذا ما هو لغز .. ياعشاق الالغازي      هذا مثل تضربه للناس (شنذاره)
ياسيف ريس بلادي اهدي انجازي      ال (زايد) اللي بفخره تفتخر داره"
264,قنيب الذيب,"ياذيب ياللي علي راس الجبل لك قنيب      الناس بعواك دايم تلفت انظارها
كانك تنادي العالم ولا لك مجيب      بين السما والجبال الصلفه حجارها
لو كان من جوع قلت الصيد منك قريب      حول علي الصيده بيمناك واختارها
وان كان تشكي من الغربه في عصر غريب      مثلك شكت ناس غربتها وفي دارها
وان كان علي العوا هيضك وقت المغيب      اللي يجر النفوس ويفضح اسرارها
اكيد قلبك محب ، وفاقد لك حبيب      خذاك من جنه اللهفه الي نارها
فزاع ترجم احاسيسك بحس الاديب      اللي قريحته ماهي تنضب افكارها
خل الليالي تجيب من الشقا ما تجيب      ولا توقع تقدم صادق اعذارها
الامر عادي تري لا تحسب انه مريب      اصبر وزيد العناد ان زادت اصرارها
كم يصبر الجذع في حر المقيظ الكءيب      حتي تصب السحابه فوقه امطارها
ويروي ويخضر لين تشوف غصنه رطيب      و دوره فصول السنه ما اتعبه مشوارها
اما عن الحب ، فامر الحب امر عجيب      واهل المحبه تعرف العالم اخبارها
لا للجروح ادويه حسب كلام الطبيب      لكن حجم العلاج بحجم مقدارها
الا جروح الصحيب الموجعه من صحيب      علاجها عند من هو سبب اثارها
ياذيب روس الصغار من الليالي تشيب      وما شيب صغارها ، بيشيب كبارها
اقرب علي الضلع واطرب مسمعي بالقنيب      خل البشر تسمعك وتشوف بانظارها"
265,ظما,"سرحت عنك ياحبيبي ثواني      اسمعك باذني واتخيلك بالعين
عموما اسف واعتذر لك تراني      نفس المكان الي جمع بين قلبين
ان كان ذابحك الظما يالاناني      ياسيد اهل الزين في عالم الزين
تعال لجل اسقيك صادق حناني      واشرب بدال الكاس يازين كاسين"
266,هامه المجد,"يا هامه المجد شوق مسرجات الامهار      خزاين العز في كفك مفاتيحها
ومن يعسف الخيل ذات العز والانتصار      اللي تسابق علي مضمارها ريحها
يقدر يعسف الظروف الكايده باقتدار      وترجح له الكفه الي رام ترجيحها
من قو باسك مايعرف عزمك الانهيار      وما كل كف يهز القلب تلويحها
والشجره اللي بفضلك صار فيها ثمار      اليوم يبست ولا بل المطر سيحها
لمحت لك والمعاني كنها جمر نار      يا سيد القاف ما يجهلك تلميحها
نظره عيونك تدل الدرب واهل القرار      علي خطي فكرتك تضوي مصابيحها
ياللي ما يمحي كلام الليل عندك نهار      الجمله الواضحه ما احب توضيحها"
267,ثلاثميه قصيده,"قال كم عمرك وقلت العمر زايد      قلت لك عمري ميه مره واعيده
كان عمر الشاعر بحسب القصايد      يعتبر عمري ثلاثميه قصيده
واعتبرني من مواليد الفرايد      من بنات الفكر جابتني فريده
في سما الاشعار بالابداع رايد      شاعر يسمو الي الابداع سيده
والقديم الذ ، لكن الجدايد      تحيي الميت من الشوق وتعيده
في حياته ما يعرف السيف سايد      المغامر لحظته عنده سعيده
وفي رقبه المجد علق له قلايد      صوره مرسومه بسبابه ايده
وان عشق ما يعشق الا كل كايد      جارح ما ينكف الا معه صيده
وانت ياللي في بنات الغيد قايد      هل تحيد الوصل والا ما تحيده
في وطن زايد وشوق القلب زايد      عد سءالك والجواب احنا نعيده"
268,وقفه عرفات,"يا من اذا جات المضره دعينا      بسمك ولا غيرك يزيل المضرات
والحمد لك عند المسره وشكرك      واجب علي من ينتعم بالمسرات
نرجوك تغفر كل ذنب جنينا      وندعوك ترحمنا بوقفه عرفات
يا ايها الانسان كثر الملذه      تاثر علي الطاعه ، فخف الملذات
واسجد لوجه الله تضرع وخشيه      حتي يزيدك في نعيمه درجات
برعايته يحيطك الله حيا      ويرحمك لامن صرت مابين الاموات"
269,هديل,"يا ناعس العينين ابو وصل زهيد      عسي ستار الهجر فوقه ينسدل
القلب لك اطوع من الخاتم بالايد      والشوق من سرب القطا لرضاك ادل
ينقل ودادك من وريد الي وريد      ويذوب لا سمع الحميمات تهدل
واهل الثياب الفاخره ماهي تحيد      عن الوصل كذلك اصحاب البدل
كما عطاك الله من الجسم الرغيد      متطرف بعضه وبعضه معتدل
اعطاني القدره علي بدع القصيد      اللي عليه امه محمد في جدل
قفلت باب الوصل يالترف العنيد      قصدك ما عاد اشتاق لك لكن بدل
ما الشوق لك ينقص اشوف انه يزيد      الظاهر ان الباب ما صكر عدل
عيد معي يا صاحبي في كل عيد      يحيا الغلا يحيا الوفا يحيا العدل"
270,بينك وبينه,"يا شعر لو طال الزمن ما جفيناك      لو يختلط غث القصيد بسمينه
علاقتي يا ايها الشعر وياك      كانت .. وما زالت علاقه متينه
لولاك ديوان العرب ما حفظناك      من الضياع ومن عبث كاتبينه
ما زال للشعر وهله لحظه ادراك      تميز المبدع من مقلدينه
يالشاعر المبدع تري ما نطق فاك      مردوده ياثر علي سامعينه
اكتب بعقلك ما تكنه حناياك      ولا تجيب الا البيوت الثمينه
من يزرع الياسمين ما يحصد الراك      اكيد ما يحصد سوي ياسمينه
وما دام سحبك يا شعر ناثره ماك      عندي حديث للعقول الفطينه
درب النجاح اللي بداياته اشواك      يفوز فيه اللي قوي يقينه
لا يلتفت في مهاتره كل شكاك      واحذره من ضحكه مشجعينه
لو كثروا الاحباب منا و مناك      لا يمكن يقارنهم بحاسدينه
وياللي تقفيت العباد تقفاك      واللي يهين النفس كل يهينه
والطيب الوافي لو انه من اعداك      لا تظلمه ، ظليمه الطيب شينه
وياللي تحسب الطيب في مد يمناك      كم من بخيل كن يمينك يمينه
تعطي وهو يعطي مع ذا ومع ذاك      والله يعلم بالنوايا الدفينه
المنطق الطيب من الرجل لا جاك      تراه يكفي عن عطايا يدينه
وتري الكريم اللي لا جيته واذا جاك      يجذبك باخلاقه ولطفه ولينه
من كثر بره في المطاليق شرواك      تحس كنه يبر في والدينه
ويالغالي اللي تحسب انا نسيناك      عساك تنعم بالرضا والسكينه
اقنص بطيري كني اقنص لذكراك      المفرحه لو كان نفسي حزينه
وارجع لضوضاء المدينه للقياك      اول ما يطري لي لا جيت المدينه
ولولاك ما زاد الولع بي ولولاك      والله لبيع الشوق مع بايعينه
طري علي الشعر والشعر طراك      احس يوجد شي بينك وبينه"
271,راحت سنه,"راحت سنه من اجمل العمر معقول      مع السلامه يا اجمل الذكرياتي
اراقب الدهشه علي وجه مذهول      واقول يا الانسان وش له تحاتي
مثل ما راح العام هذا علي طول      بقدره الله فيه عام سياتي
استقبل اول يوم من عامك وقول      ياربي ف طاعتك طول حياتي"
272,خمسين عام قبل و بعد,"للشاعر ف مدح الوطن رغبه وللهاجس هيام      فالتنتخي فكره وتلقي من هجوسي معتصم
البحر لامواجه الي ثارت الاعاصير احتدام      وانا كذلك هاجسي في ذكر داري يحتدم
يا دارنا دار الكريم اللي حكم شعب كرام      تستاهلين نقدرك يا دارنا دار الكرم
علي جماجم من نوي حدك من عيال الحرام      تاسست دوله ورفت رايه و ثبت حكم
حام الفلاحي زايد وزايد تعرفينه لا حام      حر _ مخاليبه تطش الدم وتقص العظم
تواضعه بين البشر وهو من اعلاهم مقام      خلاه يكبر في عيون ملوك عصره والخدم
هذا هو الماضي وحاضرنا ومستقبل مدام      هذا حكيم امه محمد من عرب والا عجم
خمسين عام لا نهون ولا نذل ولا نضام      الخيل تسرج والسلاح يثور رفرف يا علم
وخمسين عام وكل عام نقول هذا خير عام      فالحمد لله والشكر علي ما فاض من النعم
وخمسين عام الشايب يسولف بها علي الغلام      قبل التطور كيف كانت دارنا ذيب وحزم
وخمسين عام للتسامح والامل لا للخصام      وخمسين عام نبني امه تفتخر بين الامم
وخمسين عام ونورنا يرهب خفافيش الظلام      وخمسين عام وحن لنا في عالي القمه قدم
وخمسين عام الصف الاول صفنا خلف الامام      اللي بعدله ينصف المظلوم لا منه ظلم
وخمسين عام وزايد مشيد لنا فوق الغمام      امجاد تحكي عن تراث اباءنا منذ القدم
وخمسين عام ورءيه الدوله علي احسن ما يرام      بهمه اصحاب القبور ننافس كبار الهمم
وخمسين عام ركب نهضتنا له العليا مرام      قد تنفطم الامجاد لكن مجدنا ما ينفطم
وخمسين عام وروسنا تفخر علي روس الانام      كن الفخر اب لنا عن جد والطولات ام
هنا الفخر هنا الطموحات الكبيرات العظام      هنا الفكر هنا العمل هنا الوفا هنا الحزم
هنا تعلم كيف تحقيق الطموحات الجسام      هنا يحقق حلمه المبدع الي منه حلم
هنا بدايات الولا والتوعيه والالتحام      هنا نهايات التشرذم والطريق المنقسم
هنا توحد مجتمع كان يعاني الانقسام      وبفضل زايد اصبحوا ما بين خال وبين عم
هنا يكون النصر من حظ الفعل ليس الكلام      هنا يكون الوعي فارس والتخاذل منهزم
هنا المواطن والوطن حب وتفاني وانسجام      هنا المواطن والقياده والتكاتف والهمم
هنا فقط مسك الوطن لان الوطن ماله ختام      لكن غلانا يبتدي به كل يوم وينختم
هنا هنا هنا هنا هنا هنا الي الامام      هنا هنا هنا هنا هنا هنا الي القمم
هنا هنا هنا هنا هنا هنا كف السلام      هنا هنا هنا هنا هنا هنا دق الخشم
يقول ابو خالد لابو راشد عسي عمره دوام      خمسين عام يعزف الابداع وباحلي نغم
ويقول ابوراشد لابو خالد هذا اللي يوم قام      قامت معاه الارض والتاريخ ردد والنعم
ويقول ابو خالد لابو راشد هذا اللي ما ينام      رجل يخزم المستحيل اللي لغيره ما انخزم
ويقول ابوراشد لابو خالد هذا عوق الخصام      الي نوي صرح من الباطل يرده منهدم
ويقول ابو خالد لابو راشد هذا الرجل الهمام      استاذي اللي يصنع الانجاز نفسه من عدم
ويقول ابو راشد لابو خالد انا والعلم عام      تلميذ زايد منهجي منهجه وبنفس الرتم
ويقول ابو خالد هذا محمد عدو الانهزام      مكسر الارقام ما خلا حفظه الله رقم
ويقول ابو راشد هذا محمد وقصاص العظام      بسيف حق لو دخل في المعركه تحسم حسم
ويقول ابو خالد هذا محمد مجدد الاهتمام      بهيبه الدوله وراسم نهضه بلاده رسم
ويقول ابو راشد هذا محمد وصمام النظام      هرم عروبتنا وحنا ما نفرط في الهرم
محمدين الدار هم حصنه ودرعه والحزام      عدد عظماء الدول تلقاهم اكرم واعظم
من بينهم حشمه وهذي عاده الناس الحشام      ومن حشمه الاثنين شعب الشيخ زايد ينحشم
ياليت للتاريخ بشت من فخر والا وسام      من المعزه كان واللي اقسم بنجمه قسم
اني لسلمها لهم واقول وبكل احترام      تفاخري يا دارنا فيهم علي كل الامم"
273,في كل عام !!,"جاد الزمان بعام ويجود الالهام      ونفيد وندور علي الاستفاده
في كل عام احاول احقق احلام      احلام عمري داءما في زياده
لمن يحب يكون قدام .. قدام      في خانه اصحاب الفكر والرياده
سولف علي نفسك في لحظه هدوء تام      العمر لا اقفي ما يجي فيه اعاده
ثم قل لها انا صراحه في ذا العام      اشعر بكميه طموح و اراده
لا تعتبر نفسك رقم بين الارقام      عاند زمانك واستفد من عناده
هذي رساله وعي للخاص والعام      ولست ادور من وراها اشاده"
274,شعار الدوله,"شعار دوله الامارات العزيزه بدا      ك نور شمس الي بانت تزيح الظلام
تعطي رباعيه الوانه لشكله مدي      في كل لون لنا قصه وراها مرام
الاسود نسود الدنيا في عين العدا      والاخضر نخلي قلوب البشر في سلام
والابيض وجوهنا تكرم من اهل الردي      الله كساها بياض من بياض الغمام
والاحمر نقول جعل العمر دونك فدا      يا اغلي بلد فخرها يزداد في كل عام
ويا زايد الخير ما ضاعت جهودك سدي      علي خطاك البلد خطواتها للامام"
